POINT_X,POINT_Y,PLA,A,AC,CIB,CICCB,CUS,DBB,DOB,OC,P
721861.529549,4367454.80023,2.2672998905181885,23.257999420166016,35.05,0.7478569746017456,0.5512959957122803,5,334.5740051269531,340.0369873046875,2,0.7117206482232967
721869.265761,4367454.80712,2.2803900241851807,23.274999618530277,35.05,0.7478569746017456,0.5518860220909119,5,327.3710021972656,340.0369873046875,4,1.7672774748842306
721877.001973,4367454.81411,2.288259983062744,23.336000442504883,14.05,0.7503979802131653,0.5525149703025818,2,320.2059936523437,331.6839904785156,4,1.2759712012650142
721884.738262,4367454.8211,2.29338002204895,23.378999710083008,14.05,0.7530320286750793,0.5531859993934631,2,313.04998779296875,323.3529968261719,4,0.8168392172638557
721892.474474,4367454.8281,2.2993900775909424,23.2810001373291,14.05,0.7557629942893982,0.5539010167121887,2,305.8949890136719,315.0459899902344,4,0.5932618270202089
721900.210687,4367454.83511,2.299599885940552,23.246999740600582,14.05,0.7585939764976501,0.5544049739837646,2,298.7510070800781,306.7640075683594,4,0.6132326209467615
721907.94698,4367454.84204,2.2831599712371826,23.187000274658203,14.05,0.7615280151367188,0.5552039742469788,2,293.4209899902344,298.5090026855469,4,0.906948562670492
721915.683193,4367454.84907,2.294689893722534,23.14299964904785,14.05,0.7645670175552368,0.5560579895973206,2,286.3559875488281,290.2829895019531,4,1.2706453681252878
721923.419485,4367454.8561,2.2873799800872803,23.1299991607666,14.05,0.7677140235900879,0.5605720281600952,2,279.3420104980469,282.0870056152344,4,0.20156485800253238
721931.1557,4367454.86314,2.279129981994629,23.12700080871582,14.05,0.7677140235900879,0.5615739822387695,2,272.3819885253906,282.0870056152344,4,0.7538551599983747
721938.891916,4367454.87018,2.2564499378204346,23.15900039672852,14.05,0.7518029808998108,0.5587069988250732,2,265.4809875488281,273.92401123046875,4,0.5668576208181642
721946.628134,4367454.87716,2.247159957885742,23.16399955749512,14.05,0.754485011100769,0.5597969889640808,2,258.56500244140625,265.7959899902344,4,0.4990880222682673
721954.364428,4367454.88422,2.244369983673096,23.1299991607666,14.05,0.75723797082901,0.5609660148620605,2,251.34800720214844,257.7049865722656,4,1.0521320523641213
721962.100645,4367454.89129,2.255290031433105,23.013999938964844,14.05,0.7600589990615845,0.5622209906578064,2,244.17999267578125,249.6540069580078,4,1.150283840112477
721969.83694,4367454.89836,2.236109972000122,22.9950008392334,14.05,0.8159509897232056,0.566635012626648,2,238.81399536132812,241.64599609375,4,0.3628433248607528
721977.57316,4367454.90537,2.2345499992370605,22.927000045776367,14.05,0.816349983215332,0.5680720210075378,5,231.6719970703125,233.68299865722656,1,2.1801568173971506
721985.309378,4367454.91246,2.235780000686645,23.027000427246094,9.05,0.816349983215332,0.5696139931678772,2,224.5890045166016,233.68299865722656,4,1.6164675395802284
721993.045675,4367454.91956,2.245349884033203,22.926000595092773,9.05,0.8167440295219421,0.5712680220603943,2,217.5679931640625,225.7700042724609,4,0.6914738016256441
722000.781895,4367454.92667,2.262739896774292,22.933000564575195,9.05,0.8171280026435852,0.5818889737129211,2,210.6179962158203,217.91000366210935,4,0.24892285226655692
722008.518192,4367454.93378,2.267800092697144,22.913000106811523,9.05,0.8174960017204285,0.5837129950523376,2,203.7449951171875,210.10499572753903,1,1.080662641368659
722016.254415,4367454.94083,2.281909942626953,22.89699935913086,9.05,0.8178390264511108,0.585660994052887,2,196.95700073242188,202.36199951171875,4,0.34819983692116074
722023.990637,4367454.94796,2.294100046157837,22.958999633789062,9.05,0.8181480169296265,0.5877439975738525,2,191.927001953125,194.68299865722656,4,1.4300335459908589
722031.726936,4367454.9551,2.3137099742889404,23.01499938964844,9.05,0.8184130191802979,0.5899710059165955,2,185.31100463867188,187.072998046875,4,2.6321975898377916
722039.463158,4367454.96224,2.3132901191711426,22.944000244140625,9.05,0.8186179995536804,0.5923539996147156,2,178.8070068359375,179.53700256347656,4,3.1402331421159655
722047.199381,4367454.96939,2.328890085220337,22.839000701904297,9.05,0.8186179995536804,0.5949059724807739,2,172.42999267578125,179.53700256347656,4,1.5356630775685685
722054.935684,4367454.97648,2.3363800048828125,22.76799964904785,9.05,0.8187479972839355,0.5976399779319763,2,166.1929931640625,172.0800018310547,4,1.7351430341319685
722062.671908,4367454.98365,2.3448400497436523,22.695999145507812,9.05,0.8187850117683411,0.6005669832229614,2,160.11199951171875,164.70599365234375,4,0.5908601645022837
722070.40821,4367454.99083,2.3536899089813232,22.708999633789062,9.05,0.8187040090560913,0.5916799902915955,5,154.20799255371094,157.42100524902344,1,0.5016083616189043
722078.144435,4367454.99801,2.3665599822998047,22.663000106811523,9.05,0.818481981754303,0.5952849984169006,5,148.49899291992188,150.22799682617188,1,0.28090449477486656
722085.880661,4367455.0052,2.3592898845672607,22.63599967956543,9.05,0.8180869817733765,0.5991569757461548,5,144.36099243164065,143.968994140625,1,0.7552026297713608
722093.616966,4367455.01232,2.346829891204834,22.676000595092773,14.05,0.8174870014190674,0.6033070087432861,2,139.0540008544922,137.70899963378906,4,1.495968697142776
722101.353193,4367455.01953,2.3328399658203125,22.7189998626709,14.05,0.8029500246047974,0.6077439785003662,2,134.01499938964844,132.45599365234375,4,1.3048455071350336
722109.08942,4367455.02674,2.310309886932373,22.802000045776367,14.05,0.8029500246047974,0.6124749779701233,2,129.27499389648438,132.45599365234375,4,0.30168107271335665
722116.825725,4367455.03397,2.2867701053619385,22.78499984741211,14.05,0.8010870218276978,0.6174989938735962,2,124.86799621582033,127.39900207519533,4,0.9088807620774353
722124.561956,4367455.04112,2.2586100101470947,22.71299934387207,14.05,0.798812985420227,0.6228979825973511,2,120.83000183105467,122.56900024414064,4,1.1700680680560933
722132.298262,4367455.04836,2.2332000732421875,22.621999740600582,14.05,0.7960709929466248,0.6285549998283386,2,117.20099639892578,118.0,4,1.8331325705231338
722140.034491,4367455.05561,2.192100048065185,22.549999237060547,14.05,0.792801022529602,0.634431004524231,2,114.01799774169922,113.7310028076172,4,0.8068657498690001
722147.770721,4367455.06286,2.157550096511841,22.525999069213867,18.05,0.7889389991760254,0.6404780149459839,5,110.94100189208984,109.80599975585938,3,1.7995065619671138
722155.507031,4367455.07004,2.104749917984009,22.666000366210938,14.05,0.7844250202178955,0.6466289758682251,2,106.50800323486328,106.27400207519533,4,1.9001242133035754
