POINT_X,POINT_Y,PLA,grid_cod,A,AC,B,CIB,CICCB,CUS,DBB,DOB,OC,P
722774.537807,4367293.86024,1.3708499670028689,70163,21.94499969482422,4,0,0.1620160043239593,0.6928269863128662,2,44.40719985961914,242.3119964599609,4,6.686130046844482
722782.274241,4367293.86811,1.3362200260162354,70164,21.243000030517575,4,0,0.1619630008935928,0.6886849999427795,2,51.10770034790039,250.53500366210935,4,4.795269966125488
722790.010756,4367293.87592,1.3091599941253662,70165,20.756000518798828,4,0,0.1619630008935928,0.6837530136108398,5,58.13779830932617,250.53500366210935,2,0.8860530257225037
722797.747192,4367293.8838,1.350499987602234,70166,21.041000366210938,4,0,0.1617670059204101,0.6782159805297852,2,63.52949905395508,258.7749938964844,4,3.4535000324249268
722805.483706,4367293.8917,1.3939599990844729,70167,21.55900001525879,4,0,0.1614570021629333,0.6722279787063599,2,70.68240356445312,267.031005859375,4,4.092510223388672
722813.220142,4367293.89961,1.4484399557113647,70168,21.559999465942383,4,0,0.1610540002584457,0.6659129858016968,2,77.66600036621094,275.3039855957031,4,3.84660005569458
722820.95658,4367293.90752,1.4440499544143677,70169,21.53899955749512,4,0,0.1605789959430694,0.6593700051307678,2,84.38009643554688,283.5920104980469,4,3.781330108642578
722828.693097,4367293.91536,1.5217299461364746,70170,21.50300025939941,4,0,0.1600469946861267,0.6526769995689392,2,91.30169677734376,291.89599609375,4,4.2056498527526855
722836.429536,4367293.92329,1.571310043334961,70171,21.34199905395508,4,0,0.1594730019569397,0.6458950042724609,2,98.38700103759766,300.2149963378906,4,5.992519855499268
722844.165975,4367293.93122,1.5077500343322754,70172,19.226999282836918,4,0,0.1588670015335083,0.637378990650177,2,105.5459976196289,308.5480041503906,4,25.047199249267575
722851.902491,4367293.93917,1.5291800498962402,70173,20.28499984741211,4,0,0.1588670015335083,0.630299985408783,5,110.9229965209961,308.5480041503906,2,1.4534200429916382
722859.638931,4367293.94712,1.682420015335083,70174,20.132999420166016,8,0,0.1582400053739547,0.6232439875602722,4,118.06800079345705,316.89599609375,3,1.9290200471878047
722867.375374,4367293.955,1.7322700023651123,70175,19.94099998474121,6,0,0.157600000500679,0.616237998008728,5,125.3000030517578,325.2590026855469,2,0.4714120030403137
722875.111893,4367293.96297,1.6788899898529053,70176,19.974000930786133,6,0,0.1569550037384033,0.6093040108680725,5,132.6199951171875,333.635009765625,2,0.8294950127601624
722882.848334,4367293.97094,1.6315799951553345,70177,20.16399955749512,5,0,0.1563089936971664,0.6024550199508667,2,140.01400756835938,342.0249938964844,2,4.398379802703857
722890.584854,4367293.97892,1.5858500003814695,70178,20.253999710083008,5,0,0.1556680053472519,0.5957040190696716,2,147.4720001220703,350.4289855957031,4,0.3714599907398224
722898.321296,4367293.98691,1.5205199718475342,70179,20.35300064086914,5,0,0.1550360023975372,0.5890550017356873,2,154.94500732421875,358.8450012207031,4,1.462630033493042
722906.057742,4367293.99483,1.4674099683761597,70180,20.61000061035156,5,0,0.1550360023975372,0.5825110077857971,2,162.30799865722656,367.2739868164063,4,2.893840074539185
722913.794263,4367294.00284,1.4324599504470823,70181,20.927000045776367,5,0,0.1544159948825836,0.57607102394104,2,168.6179962158203,367.2739868164063,4,3.886359930038452
722921.530707,4367294.01085,1.3745399713516235,70182,21.149999618530277,5,0,0.1538109928369522,0.5697309970855713,2,176.0449981689453,375.7160034179688,4,3.924410104751587
722929.267229,4367294.01887,1.316640019416809,70183,21.1560001373291,5,0,0.153221994638443,0.5655570030212402,2,183.52099609375,384.1700134277344,4,3.649800062179565
722937.003677,4367294.02682,1.258520007133484,70184,21.0,5,0,0.1526509970426559,0.5593690276145935,2,191.03900146484372,392.635986328125,4,2.635740041732788
722944.740123,4367294.03486,1.1971800327301023,70185,20.75900077819824,5,0,0.1927890032529831,0.553259015083313,2,198.56500244140625,401.1130065917969,4,1.507349967956543
722952.476647,4367294.0429,1.1333099603652954,70186,20.267000198364254,5,0,0.1927679926156997,0.5472180247306824,2,205.71800231933597,409.60101318359375,4,3.2852699756622314
722960.213094,4367294.05095,1.1419800519943235,70187,19.905000686645508,5,0,0.1927350014448166,0.5412319898605347,2,212.87600708007807,418.1000061035156,4,2.719520092010498
