OBJECTID,Id,Tipo,Eje_X,Eje_Y,RASTERVALU 
16099,500,Catarroja,727860.7057,4360616.5533,
16100,501,Catarroja,727870.7057,4360616.5533,
16101,502,Catarroja,727880.7057,4360616.5533,
16102,503,Catarroja,727890.7057,4360616.5533,
16103,504,Catarroja,727900.7057,4360616.5533,
16104,505,Catarroja,727910.7057,4360616.5533,
16105,506,Catarroja,727920.7057,4360616.5533,
16106,507,Catarroja,727930.7057,4360616.5533,
16107,508,Catarroja,727940.7057,4360616.5533,
16108,509,Borde_Area_Estudio,727950.7057,4360616.5533,
16109,510,Borde_Area_Estudio,727960.7057,4360616.5533,
16110,511,Borde_Area_Estudio,727970.7057,4360616.5533,
16111,512,Borde_Area_Estudio,727980.7057,4360616.5533,
16112,513,Borde_Area_Estudio,727990.7057,4360616.5533,
16113,514,Borde_Area_Estudio,728000.7057,4360616.5533,
16114,515,Borde_Area_Estudio,728010.7057,4360616.5533,
16115,516,Borde_Area_Estudio,728020.7057,4360616.5533,
16116,517,Borde_Area_Estudio,728030.7057,4360616.5533,
16117,518,Borde_Area_Estudio,728040.7057,4360616.5533,
16118,519,Borde_Area_Estudio,728050.7057,4360616.5533,
16119,520,Borde_Area_Estudio,728060.7057,4360616.5533,
16120,521,Borde_Area_Estudio,728070.7057,4360616.5533,
16121,522,Borde_Area_Estudio,728080.7057,4360616.5533,
16122,523,Borde_Area_Estudio,728090.7057,4360616.5533,
16123,524,Borde_Area_Estudio,727630.7057,4360626.5533,
16124,525,Borde_Area_Estudio,727640.7057,4360626.5533,
16125,526,Borde_Area_Estudio,727650.7057,4360626.5533,
16126,527,Borde_Area_Estudio,727660.7057,4360626.5533,
16127,528,Borde_Area_Estudio,727670.7057,4360626.5533,
16128,529,Borde_Area_Estudio,727680.7057,4360626.5533,
16129,530,Borde_Area_Estudio,727690.7057,4360626.5533,
16130,531,Borde_Area_Estudio,727700.7057,4360626.5533,
16131,532,Borde_Area_Estudio,727710.7057,4360626.5533,
16132,533,Borde_Area_Estudio,727720.7057,4360626.5533,
16133,534,Borde_Area_Estudio,727730.7057,4360626.5533,
16134,535,Borde_Area_Estudio,727740.7057,4360626.5533,
16135,536,Borde_Area_Estudio,727750.7057,4360626.5533,
16136,537,Catarroja,727760.7057,4360626.5533,
16137,538,Catarroja,727770.7057,4360626.5533,
16138,539,Catarroja,727780.7057,4360626.5533,
16139,540,Catarroja,727790.7057,4360626.5533,
16140,541,Catarroja,727800.7057,4360626.5533,
16141,542,Catarroja,727810.7057,4360626.5533,
16142,543,Catarroja,727820.7057,4360626.5533,
16143,544,Catarroja,727830.7057,4360626.5533,
16144,545,Catarroja,727840.7057,4360626.5533,
16145,546,Catarroja,727850.7057,4360626.5533,
16146,547,Catarroja,727860.7057,4360626.5533,
16147,548,Catarroja,727870.7057,4360626.5533,
16148,549,Catarroja,727880.7057,4360626.5533,
16149,550,Catarroja,727890.7057,4360626.5533,
16150,551,Catarroja,727900.7057,4360626.5533,
16151,552,Catarroja,727910.7057,4360626.5533,
16152,553,Catarroja,727920.7057,4360626.5533,
16153,554,Catarroja,727930.7057,4360626.5533,
16154,555,Catarroja,727940.7057,4360626.5533,
16155,556,Catarroja,727950.7057,4360626.5533,
16156,557,Borde_Area_Estudio,727960.7057,4360626.5533,
16157,558,Borde_Area_Estudio,727970.7057,4360626.5533,
16158,559,Borde_Area_Estudio,727980.7057,4360626.5533,
16159,560,Borde_Area_Estudio,727990.7057,4360626.5533,
16160,561,Borde_Area_Estudio,728000.7057,4360626.5533,
16161,562,Borde_Area_Estudio,728010.7057,4360626.5533,
16162,563,Borde_Area_Estudio,728020.7057,4360626.5533,
16163,564,Borde_Area_Estudio,728030.7057,4360626.5533,
16164,565,Borde_Area_Estudio,728040.7057,4360626.5533,
16165,566,Borde_Area_Estudio,728050.7057,4360626.5533,
16166,567,Borde_Area_Estudio,728060.7057,4360626.5533,
16167,568,Borde_Area_Estudio,728070.7057,4360626.5533,
16168,569,Borde_Area_Estudio,728080.7057,4360626.5533,
16169,570,Borde_Area_Estudio,728090.7057,4360626.5533,
16170,571,Borde_Area_Estudio,728100.7057,4360626.5533,
16171,572,Borde_Area_Estudio,727620.7057,4360636.5533,
16172,573,Borde_Area_Estudio,727630.7057,4360636.5533,
16173,574,Borde_Area_Estudio,727640.7057,4360636.5533,
16174,575,Borde_Area_Estudio,727650.7057,4360636.5533,
16175,576,Borde_Area_Estudio,727660.7057,4360636.5533,
16176,577,Borde_Area_Estudio,727670.7057,4360636.5533,
16177,578,Borde_Area_Estudio,727680.7057,4360636.5533,
16178,579,Borde_Area_Estudio,727690.7057,4360636.5533,
16179,580,Borde_Area_Estudio,727700.7057,4360636.5533,
16180,581,Borde_Area_Estudio,727710.7057,4360636.5533,
16181,582,Borde_Area_Estudio,727720.7057,4360636.5533,
16182,583,Borde_Area_Estudio,727730.7057,4360636.5533,
16183,584,Borde_Area_Estudio,727740.7057,4360636.5533,
16184,585,Borde_Area_Estudio,727750.7057,4360636.5533,
16185,586,Catarroja,727760.7057,4360636.5533,
16186,587,Catarroja,727770.7057,4360636.5533,
16187,588,Catarroja,727780.7057,4360636.5533,
16188,589,Catarroja,727790.7057,4360636.5533,
16189,590,Catarroja,727800.7057,4360636.5533,
16190,591,Catarroja,727810.7057,4360636.5533,
16191,592,Catarroja,727820.7057,4360636.5533,
16192,593,Catarroja,727830.7057,4360636.5533,
16193,594,Catarroja,727840.7057,4360636.5533,
16194,595,Catarroja,727850.7057,4360636.5533,
16195,596,Catarroja,727860.7057,4360636.5533,
16196,597,Catarroja,727870.7057,4360636.5533,
16197,598,Catarroja,727880.7057,4360636.5533,
16198,599,Catarroja,727890.7057,4360636.5533,
16199,600,Catarroja,727900.7057,4360636.5533,
16200,601,Catarroja,727910.7057,4360636.5533,
16201,602,Catarroja,727920.7057,4360636.5533,
16202,603,Catarroja,727930.7057,4360636.5533,
16203,604,Catarroja,727940.7057,4360636.5533,
16204,605,Catarroja,727950.7057,4360636.5533,
16205,606,Catarroja,727960.7057,4360636.5533,
16206,607,Borde_Area_Estudio,727970.7057,4360636.5533,
16207,608,Borde_Area_Estudio,727980.7057,4360636.5533,
16208,609,Borde_Area_Estudio,727990.7057,4360636.5533,
16209,610,Borde_Area_Estudio,728000.7057,4360636.5533,
16210,611,Borde_Area_Estudio,728010.7057,4360636.5533,
16211,612,Borde_Area_Estudio,728020.7057,4360636.5533,
16212,613,Borde_Area_Estudio,728030.7057,4360636.5533,
16213,614,Borde_Area_Estudio,728040.7057,4360636.5533,
16214,615,Borde_Area_Estudio,728050.7057,4360636.5533,
16215,616,Borde_Area_Estudio,728060.7057,4360636.5533,
16216,617,Borde_Area_Estudio,728070.7057,4360636.5533,
16217,618,Borde_Area_Estudio,728080.7057,4360636.5533,
16218,619,Borde_Area_Estudio,728090.7057,4360636.5533,
16219,620,Borde_Area_Estudio,728100.7057,4360636.5533,
16220,621,Borde_Area_Estudio,728110.7057,4360636.5533,
16221,622,Borde_Area_Estudio,728230.7057,4360636.5533,
16222,623,Borde_Area_Estudio,728240.7057,4360636.5533,
16223,624,Borde_Area_Estudio,728250.7057,4360636.5533,
16224,625,Borde_Area_Estudio,728260.7057,4360636.5533,
16225,626,Borde_Area_Estudio,727610.7057,4360646.5533,
16226,627,Borde_Area_Estudio,727620.7057,4360646.5533,
16227,628,Borde_Area_Estudio,727630.7057,4360646.5533,
16228,629,Borde_Area_Estudio,727640.7057,4360646.5533,
16229,630,Borde_Area_Estudio,727650.7057,4360646.5533,
16230,631,Borde_Area_Estudio,727660.7057,4360646.5533,
16231,632,Borde_Area_Estudio,727670.7057,4360646.5533,
16232,633,Borde_Area_Estudio,727680.7057,4360646.5533,
16233,634,Borde_Area_Estudio,727690.7057,4360646.5533,
16234,635,Borde_Area_Estudio,727700.7057,4360646.5533,
16235,636,Borde_Area_Estudio,727710.7057,4360646.5533,
16236,637,Borde_Area_Estudio,727720.7057,4360646.5533,
16237,638,Borde_Area_Estudio,727730.7057,4360646.5533,
16238,639,Borde_Area_Estudio,727740.7057,4360646.5533,
16239,640,Catarroja,727750.7057,4360646.5533,
16240,641,Catarroja,727760.7057,4360646.5533,
16241,642,Catarroja,727770.7057,4360646.5533,
16242,643,Catarroja,727780.7057,4360646.5533,
16243,644,Catarroja,727790.7057,4360646.5533,
16244,645,Catarroja,727800.7057,4360646.5533,
16245,646,Catarroja,727810.7057,4360646.5533,
16246,647,Catarroja,727820.7057,4360646.5533,
16247,648,Catarroja,727830.7057,4360646.5533,
16248,649,Catarroja,727840.7057,4360646.5533,
16249,650,Catarroja,727850.7057,4360646.5533,
16250,651,Catarroja,727860.7057,4360646.5533,
16251,652,Catarroja,727870.7057,4360646.5533,
16252,653,Catarroja,727880.7057,4360646.5533,
16253,654,Catarroja,727890.7057,4360646.5533,
16254,655,Catarroja,727900.7057,4360646.5533,
16255,656,Catarroja,727910.7057,4360646.5533,
16256,657,Catarroja,727920.7057,4360646.5533,
16257,658,Catarroja,727930.7057,4360646.5533,
16258,659,Catarroja,727940.7057,4360646.5533,
16259,660,Catarroja,727950.7057,4360646.5533,
16260,661,Catarroja,727960.7057,4360646.5533,
16261,662,Catarroja,727970.7057,4360646.5533,
16262,663,Borde_Area_Estudio,727980.7057,4360646.5533,
16263,664,Borde_Area_Estudio,727990.7057,4360646.5533,
16264,665,Borde_Area_Estudio,728000.7057,4360646.5533,
16265,666,Borde_Area_Estudio,728010.7057,4360646.5533,
16266,667,Borde_Area_Estudio,728020.7057,4360646.5533,
16267,668,Borde_Area_Estudio,728030.7057,4360646.5533,
16268,669,Borde_Area_Estudio,728040.7057,4360646.5533,
16269,670,Borde_Area_Estudio,728050.7057,4360646.5533,
16270,671,Borde_Area_Estudio,728060.7057,4360646.5533,
16271,672,Borde_Area_Estudio,728070.7057,4360646.5533,
16272,673,Borde_Area_Estudio,728080.7057,4360646.5533,
16273,674,Borde_Area_Estudio,728090.7057,4360646.5533,
16274,675,Borde_Area_Estudio,728100.7057,4360646.5533,
16275,676,Borde_Area_Estudio,728110.7057,4360646.5533,
16276,677,Borde_Area_Estudio,728120.7057,4360646.5533,
16277,678,Borde_Area_Estudio,728200.7057,4360646.5533,
16278,679,Borde_Area_Estudio,728210.7057,4360646.5533,
16279,680,Borde_Area_Estudio,728220.7057,4360646.5533,
16280,681,Borde_Area_Estudio,728230.7057,4360646.5533,
16281,682,Borde_Area_Estudio,728240.7057,4360646.5533,
16282,683,Borde_Area_Estudio,728250.7057,4360646.5533,
16283,684,Borde_Area_Estudio,728260.7057,4360646.5533,
16284,685,Borde_Area_Estudio,728270.7057,4360646.5533,
16285,686,Borde_Area_Estudio,728280.7057,4360646.5533,
16286,687,Borde_Area_Estudio,728290.7057,4360646.5533,
16287,688,Borde_Area_Estudio,727600.7057,4360656.5533,
16288,689,Borde_Area_Estudio,727610.7057,4360656.5533,
16289,690,Borde_Area_Estudio,727620.7057,4360656.5533,
16290,691,Borde_Area_Estudio,727630.7057,4360656.5533,
16291,692,Borde_Area_Estudio,727640.7057,4360656.5533,
16292,693,Borde_Area_Estudio,727650.7057,4360656.5533,
16293,694,Borde_Area_Estudio,727660.7057,4360656.5533,
16294,695,Borde_Area_Estudio,727670.7057,4360656.5533,
16295,696,Borde_Area_Estudio,727680.7057,4360656.5533,
16296,697,Borde_Area_Estudio,727690.7057,4360656.5533,
16297,698,Borde_Area_Estudio,727700.7057,4360656.5533,
16298,699,Borde_Area_Estudio,727710.7057,4360656.5533,
16299,700,Borde_Area_Estudio,727720.7057,4360656.5533,
16300,701,Borde_Area_Estudio,727730.7057,4360656.5533,
16301,702,Catarroja,727740.7057,4360656.5533,
16302,703,Catarroja,727750.7057,4360656.5533,
16303,704,Catarroja,727760.7057,4360656.5533,
16304,705,Catarroja,727770.7057,4360656.5533,
16305,706,Catarroja,727780.7057,4360656.5533,
16306,707,Catarroja,727790.7057,4360656.5533,
16307,708,Catarroja,727800.7057,4360656.5533,
16308,709,Catarroja,727810.7057,4360656.5533,
16309,710,Catarroja,727820.7057,4360656.5533,
16310,711,Catarroja,727830.7057,4360656.5533,
16311,712,Catarroja,727840.7057,4360656.5533,
16312,713,Catarroja,727850.7057,4360656.5533,
16313,714,Catarroja,727860.7057,4360656.5533,
16314,715,Catarroja,727870.7057,4360656.5533,
16315,716,Catarroja,727880.7057,4360656.5533,
16316,717,Catarroja,727890.7057,4360656.5533,
16317,718,Catarroja,727900.7057,4360656.5533,
16318,719,Catarroja,727910.7057,4360656.5533,
16319,720,Catarroja,727920.7057,4360656.5533,
16320,721,Catarroja,727930.7057,4360656.5533,
16321,722,Catarroja,727940.7057,4360656.5533,
16322,723,Catarroja,727950.7057,4360656.5533,
16323,724,Catarroja,727960.7057,4360656.5533,
16324,725,Catarroja,727970.7057,4360656.5533,
16325,726,Catarroja,727980.7057,4360656.5533,
16326,727,Borde_Area_Estudio,727990.7057,4360656.5533,
16327,728,Borde_Area_Estudio,728000.7057,4360656.5533,
16328,729,Borde_Area_Estudio,728010.7057,4360656.5533,
16329,730,Borde_Area_Estudio,728020.7057,4360656.5533,
16330,731,Borde_Area_Estudio,728030.7057,4360656.5533,
16331,732,Borde_Area_Estudio,728040.7057,4360656.5533,
16332,733,Borde_Area_Estudio,728050.7057,4360656.5533,
16333,734,Borde_Area_Estudio,728060.7057,4360656.5533,
16334,735,Borde_Area_Estudio,728070.7057,4360656.5533,
16335,736,Borde_Area_Estudio,728080.7057,4360656.5533,
16336,737,Borde_Area_Estudio,728090.7057,4360656.5533,
16337,738,Borde_Area_Estudio,728100.7057,4360656.5533,
16338,739,Borde_Area_Estudio,728110.7057,4360656.5533,
16339,740,Borde_Area_Estudio,728120.7057,4360656.5533,
16340,741,Borde_Area_Estudio,728130.7057,4360656.5533,
16341,742,Borde_Area_Estudio,728190.7057,4360656.5533,
16342,743,Borde_Area_Estudio,728200.7057,4360656.5533,
16343,744,Borde_Area_Estudio,728210.7057,4360656.5533,
16344,745,Borde_Area_Estudio,728220.7057,4360656.5533,
16345,746,Borde_Area_Estudio,728230.7057,4360656.5533,
16346,747,Borde_Area_Estudio,728240.7057,4360656.5533,
16347,748,Borde_Area_Estudio,728250.7057,4360656.5533,
16348,749,Borde_Area_Estudio,728260.7057,4360656.5533,
16349,750,Borde_Area_Estudio,728270.7057,4360656.5533,
16350,751,Borde_Area_Estudio,728280.7057,4360656.5533,
16351,752,Borde_Area_Estudio,728290.7057,4360656.5533,
16352,753,Borde_Area_Estudio,728300.7057,4360656.5533,
16353,755,Borde_Area_Estudio,727600.7057,4360666.5533,
16354,756,Borde_Area_Estudio,727610.7057,4360666.5533,
16355,757,Borde_Area_Estudio,727620.7057,4360666.5533,
16356,758,Borde_Area_Estudio,727630.7057,4360666.5533,
16357,759,Borde_Area_Estudio,727640.7057,4360666.5533,
16358,760,Borde_Area_Estudio,727650.7057,4360666.5533,
16359,761,Borde_Area_Estudio,727660.7057,4360666.5533,
16360,762,Borde_Area_Estudio,727670.7057,4360666.5533,
16361,763,Borde_Area_Estudio,727680.7057,4360666.5533,
16362,764,Borde_Area_Estudio,727690.7057,4360666.5533,
16363,765,Borde_Area_Estudio,727700.7057,4360666.5533,
16364,766,Borde_Area_Estudio,727710.7057,4360666.5533,
16365,767,Borde_Area_Estudio,727720.7057,4360666.5533,
16366,768,Catarroja,727730.7057,4360666.5533,
16367,769,Catarroja,727740.7057,4360666.5533,
16368,770,Catarroja,727750.7057,4360666.5533,
16369,771,Catarroja,727760.7057,4360666.5533,
16370,772,Catarroja,727770.7057,4360666.5533,
16371,773,Catarroja,727780.7057,4360666.5533,
16372,774,Catarroja,727790.7057,4360666.5533,
16373,775,Catarroja,727800.7057,4360666.5533,
16374,776,Catarroja,727810.7057,4360666.5533,
16375,777,Catarroja,727820.7057,4360666.5533,
16376,778,Catarroja,727830.7057,4360666.5533,
16377,779,Catarroja,727840.7057,4360666.5533,
16378,780,Catarroja,727850.7057,4360666.5533,
16379,781,Catarroja,727860.7057,4360666.5533,
16380,782,Catarroja,727870.7057,4360666.5533,
16381,783,Catarroja,727880.7057,4360666.5533,
16382,784,Catarroja,727890.7057,4360666.5533,
16383,785,Catarroja,727900.7057,4360666.5533,
16384,786,Catarroja,727910.7057,4360666.5533,
16385,787,Catarroja,727920.7057,4360666.5533,
16386,788,Catarroja,727930.7057,4360666.5533,
16387,789,Catarroja,727940.7057,4360666.5533,
16388,790,Catarroja,727950.7057,4360666.5533,
16389,791,Catarroja,727960.7057,4360666.5533,
16390,792,Catarroja,727970.7057,4360666.5533,
16391,793,Catarroja,727980.7057,4360666.5533,
16392,794,Catarroja,727990.7057,4360666.5533,
16393,795,Catarroja,728000.7057,4360666.5533,
16394,796,Borde_Area_Estudio,728010.7057,4360666.5533,
16395,797,Borde_Area_Estudio,728020.7057,4360666.5533,
16396,798,Borde_Area_Estudio,728030.7057,4360666.5533,
16397,799,Borde_Area_Estudio,728040.7057,4360666.5533,
16398,800,Borde_Area_Estudio,728050.7057,4360666.5533,
16399,801,Borde_Area_Estudio,728060.7057,4360666.5533,
16400,802,Borde_Area_Estudio,728070.7057,4360666.5533,
16401,803,Borde_Area_Estudio,728080.7057,4360666.5533,
16402,804,Borde_Area_Estudio,728090.7057,4360666.5533,
16403,805,Borde_Area_Estudio,728100.7057,4360666.5533,
16404,806,Borde_Area_Estudio,728110.7057,4360666.5533,
16405,807,Borde_Area_Estudio,728120.7057,4360666.5533,
16406,808,Borde_Area_Estudio,728130.7057,4360666.5533,
16407,809,Borde_Area_Estudio,728140.7057,4360666.5533,
16408,810,Borde_Area_Estudio,728170.7057,4360666.5533,
16409,811,Borde_Area_Estudio,728180.7057,4360666.5533,
16410,812,Borde_Area_Estudio,728190.7057,4360666.5533,
16411,813,Borde_Area_Estudio,728200.7057,4360666.5533,
16412,814,Borde_Area_Estudio,728210.7057,4360666.5533,
16413,815,Borde_Area_Estudio,728220.7057,4360666.5533,
16414,816,Borde_Area_Estudio,728230.7057,4360666.5533,
16415,817,Borde_Area_Estudio,728240.7057,4360666.5533,
16416,818,Borde_Area_Estudio,728250.7057,4360666.5533,
16417,819,Borde_Area_Estudio,728260.7057,4360666.5533,
16418,820,Borde_Area_Estudio,728270.7057,4360666.5533,
16419,821,Borde_Area_Estudio,728280.7057,4360666.5533,
16420,822,Borde_Area_Estudio,728290.7057,4360666.5533,
16421,823,Borde_Area_Estudio,728300.7057,4360666.5533,
16422,824,Borde_Area_Estudio,728310.7057,4360666.5533,
16423,825,Borde_Area_Estudio,728320.7057,4360666.5533,
16424,828,Borde_Area_Estudio,727600.7057,4360676.5533,
16425,829,Borde_Area_Estudio,727610.7057,4360676.5533,
16426,830,Borde_Area_Estudio,727620.7057,4360676.5533,
16427,831,Borde_Area_Estudio,727630.7057,4360676.5533,
16428,832,Borde_Area_Estudio,727640.7057,4360676.5533,
16429,833,Borde_Area_Estudio,727650.7057,4360676.5533,
16430,834,Borde_Area_Estudio,727660.7057,4360676.5533,
16431,835,Borde_Area_Estudio,727670.7057,4360676.5533,
16432,836,Borde_Area_Estudio,727680.7057,4360676.5533,
16433,837,Borde_Area_Estudio,727690.7057,4360676.5533,
16434,838,Borde_Area_Estudio,727700.7057,4360676.5533,
16435,839,Borde_Area_Estudio,727710.7057,4360676.5533,
16436,840,Catarroja,727720.7057,4360676.5533,
16437,841,Catarroja,727730.7057,4360676.5533,
16438,842,Catarroja,727740.7057,4360676.5533,
16439,843,Catarroja,727750.7057,4360676.5533,
16440,844,Catarroja,727760.7057,4360676.5533,
16441,845,Catarroja,727770.7057,4360676.5533,
16442,846,Catarroja,727780.7057,4360676.5533,
16443,847,Catarroja,727790.7057,4360676.5533,
16444,848,Catarroja,727800.7057,4360676.5533,
16445,849,Catarroja,727810.7057,4360676.5533,
16446,850,Catarroja,727820.7057,4360676.5533,
16447,851,Catarroja,727830.7057,4360676.5533,
16448,852,Catarroja,727840.7057,4360676.5533,
16449,853,Catarroja,727850.7057,4360676.5533,
16450,854,Catarroja,727860.7057,4360676.5533,
16451,855,Catarroja,727870.7057,4360676.5533,
16452,856,Catarroja,727880.7057,4360676.5533,
16453,857,Catarroja,727890.7057,4360676.5533,
16454,858,Catarroja,727900.7057,4360676.5533,
16455,859,Catarroja,727910.7057,4360676.5533,
16456,860,Catarroja,727920.7057,4360676.5533,
16457,861,Catarroja,727930.7057,4360676.5533,
16458,862,Catarroja,727940.7057,4360676.5533,
16459,863,Catarroja,727950.7057,4360676.5533,
16460,864,Catarroja,727960.7057,4360676.5533,
16461,865,Catarroja,727970.7057,4360676.5533,
16462,866,Catarroja,727980.7057,4360676.5533,
16463,867,Catarroja,727990.7057,4360676.5533,
16464,868,Catarroja,728000.7057,4360676.5533,
16465,869,Catarroja,728010.7057,4360676.5533,
16466,870,Borde_Area_Estudio,728020.7057,4360676.5533,
16467,871,Borde_Area_Estudio,728030.7057,4360676.5533,
16468,872,Borde_Area_Estudio,728040.7057,4360676.5533,
16469,873,Borde_Area_Estudio,728050.7057,4360676.5533,
16470,874,Borde_Area_Estudio,728060.7057,4360676.5533,
16471,875,Borde_Area_Estudio,728070.7057,4360676.5533,
16472,876,Borde_Area_Estudio,728080.7057,4360676.5533,
16473,877,Borde_Area_Estudio,728090.7057,4360676.5533,
16474,878,Borde_Area_Estudio,728100.7057,4360676.5533,
16475,879,Borde_Area_Estudio,728110.7057,4360676.5533,
16476,880,Borde_Area_Estudio,728120.7057,4360676.5533,
16477,881,Borde_Area_Estudio,728130.7057,4360676.5533,
16478,882,Borde_Area_Estudio,728140.7057,4360676.5533,
16479,883,Borde_Area_Estudio,728150.7057,4360676.5533,
16480,884,Borde_Area_Estudio,728170.7057,4360676.5533,
16481,885,Borde_Area_Estudio,728180.7057,4360676.5533,
16482,886,Borde_Area_Estudio,728190.7057,4360676.5533,
16483,887,Borde_Area_Estudio,728200.7057,4360676.5533,
16484,888,Borde_Area_Estudio,728210.7057,4360676.5533,
16485,889,Borde_Area_Estudio,728220.7057,4360676.5533,
16486,890,Borde_Area_Estudio,728230.7057,4360676.5533,
16487,891,Borde_Area_Estudio,728240.7057,4360676.5533,
16488,892,Borde_Area_Estudio,728250.7057,4360676.5533,
16489,893,Borde_Area_Estudio,728260.7057,4360676.5533,
16490,894,Borde_Area_Estudio,728270.7057,4360676.5533,
16491,895,Borde_Area_Estudio,728280.7057,4360676.5533,
16492,896,Borde_Area_Estudio,728290.7057,4360676.5533,
16493,897,Borde_Area_Estudio,728300.7057,4360676.5533,
16494,898,Borde_Area_Estudio,728310.7057,4360676.5533,
16495,899,Borde_Area_Estudio,728320.7057,4360676.5533,
16496,900,Borde_Area_Estudio,728330.7057,4360676.5533,
16497,904,Borde_Area_Estudio,727600.7057,4360686.5533,
16498,905,Borde_Area_Estudio,727610.7057,4360686.5533,
16499,906,Borde_Area_Estudio,727620.7057,4360686.5533,
16500,907,Borde_Area_Estudio,727630.7057,4360686.5533,
16501,908,Borde_Area_Estudio,727640.7057,4360686.5533,
16502,909,Borde_Area_Estudio,727650.7057,4360686.5533,
16503,910,Borde_Area_Estudio,727660.7057,4360686.5533,
16504,911,Borde_Area_Estudio,727670.7057,4360686.5533,
16505,912,Borde_Area_Estudio,727680.7057,4360686.5533,
16506,913,Borde_Area_Estudio,727690.7057,4360686.5533,
16507,914,Borde_Area_Estudio,727700.7057,4360686.5533,
16508,915,Catarroja,727710.7057,4360686.5533,
16509,916,Catarroja,727720.7057,4360686.5533,
16510,917,Catarroja,727730.7057,4360686.5533,
16511,918,Catarroja,727740.7057,4360686.5533,
16512,919,Catarroja,727750.7057,4360686.5533,
16513,920,Catarroja,727760.7057,4360686.5533,
16514,921,Catarroja,727770.7057,4360686.5533,
16515,922,Catarroja,727780.7057,4360686.5533,
16516,923,Catarroja,727790.7057,4360686.5533,
16517,924,Catarroja,727800.7057,4360686.5533,
16518,925,Catarroja,727810.7057,4360686.5533,
16519,926,Catarroja,727820.7057,4360686.5533,
16520,927,Catarroja,727830.7057,4360686.5533,
16521,928,Catarroja,727840.7057,4360686.5533,
16522,929,Catarroja,727850.7057,4360686.5533,
16523,930,Catarroja,727860.7057,4360686.5533,
16524,931,Catarroja,727870.7057,4360686.5533,
16525,932,Catarroja,727880.7057,4360686.5533,
16526,933,Catarroja,727890.7057,4360686.5533,
16527,934,Catarroja,727900.7057,4360686.5533,
16528,935,Catarroja,727910.7057,4360686.5533,
16529,936,Catarroja,727920.7057,4360686.5533,
16530,937,Catarroja,727930.7057,4360686.5533,
16531,938,Catarroja,727940.7057,4360686.5533,
16532,939,Catarroja,727950.7057,4360686.5533,
16533,940,Catarroja,727960.7057,4360686.5533,
16534,941,Catarroja,727970.7057,4360686.5533,
16535,942,Catarroja,727980.7057,4360686.5533,
16536,943,Catarroja,727990.7057,4360686.5533,
16537,944,Catarroja,728000.7057,4360686.5533,
16538,945,Catarroja,728010.7057,4360686.5533,
16539,946,Catarroja,728020.7057,4360686.5533,
16540,947,Borde_Area_Estudio,728030.7057,4360686.5533,
16541,948,Borde_Area_Estudio,728040.7057,4360686.5533,
16542,949,Borde_Area_Estudio,728050.7057,4360686.5533,
16543,950,Borde_Area_Estudio,728060.7057,4360686.5533,
16544,951,Borde_Area_Estudio,728070.7057,4360686.5533,
16545,952,Borde_Area_Estudio,728080.7057,4360686.5533,
16546,953,Borde_Area_Estudio,728090.7057,4360686.5533,
16547,954,Borde_Area_Estudio,728100.7057,4360686.5533,
16548,955,Borde_Area_Estudio,728110.7057,4360686.5533,
16549,956,Borde_Area_Estudio,728120.7057,4360686.5533,
16550,957,Borde_Area_Estudio,728130.7057,4360686.5533,
16551,958,Borde_Area_Estudio,728140.7057,4360686.5533,
16552,959,Borde_Area_Estudio,728150.7057,4360686.5533,
16553,960,Borde_Area_Estudio,728160.7057,4360686.5533,
16554,961,Borde_Area_Estudio,728170.7057,4360686.5533,
16555,962,Borde_Area_Estudio,728180.7057,4360686.5533,
16556,963,Borde_Area_Estudio,728190.7057,4360686.5533,
16557,964,Borde_Area_Estudio,728200.7057,4360686.5533,
16558,965,Borde_Area_Estudio,728210.7057,4360686.5533,
16559,966,Borde_Area_Estudio,728220.7057,4360686.5533,
16560,967,Borde_Area_Estudio,728230.7057,4360686.5533,
16561,968,Borde_Area_Estudio,728240.7057,4360686.5533,
16562,969,Borde_Area_Estudio,728250.7057,4360686.5533,
16563,970,Borde_Area_Estudio,728260.7057,4360686.5533,
16564,971,Borde_Area_Estudio,728270.7057,4360686.5533,
16565,972,Borde_Area_Estudio,728280.7057,4360686.5533,
16566,973,Borde_Area_Estudio,728290.7057,4360686.5533,
16567,974,Borde_Area_Estudio,728300.7057,4360686.5533,
16568,975,Borde_Area_Estudio,728310.7057,4360686.5533,
16569,976,Borde_Area_Estudio,728320.7057,4360686.5533,
16570,977,Borde_Area_Estudio,728330.7057,4360686.5533,
16571,978,Borde_Area_Estudio,728340.7057,4360686.5533,
16572,979,Borde_Area_Estudio,728350.7057,4360686.5533,
16573,984,Borde_Area_Estudio,727600.7057,4360696.5533,
16574,985,Borde_Area_Estudio,727610.7057,4360696.5533,
16575,986,Borde_Area_Estudio,727620.7057,4360696.5533,
16576,987,Borde_Area_Estudio,727630.7057,4360696.5533,
16577,988,Borde_Area_Estudio,727640.7057,4360696.5533,
16578,989,Borde_Area_Estudio,727650.7057,4360696.5533,
16579,990,Borde_Area_Estudio,727660.7057,4360696.5533,
16580,991,Borde_Area_Estudio,727670.7057,4360696.5533,
16581,992,Borde_Area_Estudio,727680.7057,4360696.5533,
16582,993,Borde_Area_Estudio,727690.7057,4360696.5533,
16583,994,Catarroja,727700.7057,4360696.5533,
16584,995,Catarroja,727710.7057,4360696.5533,
16585,996,Catarroja,727720.7057,4360696.5533,
