POINT_X,POINT_Y,PLA,A,AC,CIB,CICCB,DBB,DOB,P,CUS_1,CUS_2,CUS_3,CUS_4,CUS_5,OC_1,OC_2,OC_3,OC_4
722473.852407,4365906.44579,0.005888054438285897,0.6082601676763923,1.0,0.04597343231032469,0.3772639531407282,0.5638075643395825,0.7290761914881161,0.032622437208222534,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
722481.590202,4365906.45327,0.006639632457860557,0.6082601676763923,1.0,0.04542721719467338,0.37584588316840617,0.5580194447257013,0.7232213493159745,0.032622437208222534,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
722489.327997,4365906.46075,0.006651140198627942,0.6082601676763923,1.0,0.04542721719467338,0.3736909732410627,0.5522313693655293,0.7232213493159745,0.07424900843447023,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
722497.065872,4365906.46817,0.007364693181032306,0.5978097745954337,1.0,0.04487746625292488,0.3715004915012639,0.5464432497516482,0.7173877575802258,0.10402615655387341,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
722504.803668,4365906.47567,0.008543747503612208,0.5767420134422192,1.0,0.04432417948507919,0.369274471069878,0.54065588245082,0.7115826154083011,0.09779858086322901,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
722512.541464,4365906.48318,0.013320166787733224,0.5762745853496628,1.0,0.04376856467331813,0.36701397181468765,0.5348685151499918,0.7058193669538367,0.05342491064416483,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
722520.279339,4365906.49069,0.011536688140268552,0.5762745853496628,1.0,0.043209414035460025,0.36471790074704197,0.5290819001622163,0.7000966244332314,0.05342491064416483,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
722528.017136,4365906.49822,0.008854897643091369,0.5789456121310546,1.0,0.042646745075594156,0.36238629098780933,0.5232952409207321,0.6944257936929572,0.038113101203888985,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
722535.754937,4365906.50567,0.009794316078890114,0.5780107559426031,1.0,0.04208173056772335,0.3600213285142912,0.5189558107244084,0.6888210127784512,0.04532211959677503,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
722543.492813,4365906.51321,0.013695675018118868,0.5607158527538678,1.0,0.04151435300775788,0.357620827349186,0.5131691514829241,0.6833021877107426,0.05288345071710296,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
722551.230612,4365906.52076,0.0165979233059321,0.5607158527538678,1.0,0.04151435300775788,0.35518584736027636,0.5073839526138365,0.6833021877107426,0.05288345071710296,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
722373.255109,4365914.05634,0.0,0.6211478734907955,0.1893717631164152,0.21452705004549621,0.40302844467358934,0.6244567857221249,0.7988233329791594,0.019427194296942722,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
722380.992889,4365914.06372,0.0,0.6211478734907955,0.3244764692636793,0.21186989423757752,0.40134140013055086,0.6203754431566418,0.7927694739649628,0.019427194296942722,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
722388.730747,4365914.07111,0.0,0.6212814152747584,0.3244764692636793,0.20921042788983307,0.3996199098845762,0.6163224229649136,0.7867227273417222,0.031646536949159663,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
722396.468528,4365914.0785,0.0,0.6182097631348,0.1893717631164152,0.20655096154208852,0.3978651000451844,0.6122969285801781,0.7806902055003936,0.043390887262524436,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
722404.206312,4365914.08582,0.00033067622446278664,0.6156388449300372,0.1893717631164152,0.20389030491625199,0.396075811381988,0.6082997123154886,0.774657683659065,0.04735465596843269,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
722411.944171,4365914.09323,0.0007949387685272092,0.6156388449300372,0.1893717631164152,0.05000493921648008,0.3942521101367237,0.6053211721780826,0.7686393865996484,0.04735465596843269,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
722419.681953,4365914.10065,0.0014240244158927817,0.612400217795443,0.3244764692636793,0.04948102431096618,0.3923938969467867,0.6013761752900034,0.7626210895402317,0.04266229391051908,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
722427.419814,4365914.10807,0.0020638010550799524,0.6094287379127916,1.0,0.04948102431096618,0.39050127117478173,0.5967706475415118,0.7626210895402317,0.03553874509767118,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
722435.157597,4365914.11551,0.0027142663780379095,0.609862796482031,1.0,0.04895241830944225,0.3885730735903214,0.5909781910641495,0.7566240429172079,0.027626577220836866,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
722442.895384,4365914.12287,0.003375000520214581,0.6094954769661035,1.0,0.048420293985910745,0.38660933731427405,0.5851857345867871,0.7506270830306592,0.020632624691347377,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
722450.633246,4365914.13032,0.004330861510167781,0.6094954769661035,1.0,0.04788463383628214,0.38460999610490315,0.579392570050081,0.7446513735805034,0.020632624691347377,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
722458.371031,4365914.13777,0.005088387477096427,0.6098961660086869,1.0,0.04734428259064338,0.38257624231346415,0.5736008658857716,0.7386827765213035,0.015396540599460754,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
722466.108817,4365914.14523,0.005856612764899687,0.6086942262456316,1.0,0.046801585796999695,0.38050579060005085,0.5678084094084094,0.7327212918530598,0.010402636271066938,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
722473.846683,4365914.15263,0.006440283899468952,0.6088611375562506,1.0,0.04625418040325627,0.37839867408553135,0.5634645980948956,0.7267882567486398,0.0364658493250467,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
722481.584469,4365914.16011,0.006476455672168112,0.6088611375562506,1.0,0.04570325668750527,0.37697500668648226,0.557672893930586,0.720862334035176,0.0364658493250467,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
722489.322334,4365914.16759,0.007206042181978812,0.6094954769661035,1.0,0.04570325668750527,0.3748090012682891,0.5518811455125677,0.720862334035176,0.08490599148286618,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
722497.060122,4365914.17509,0.00795309441491452,0.588494518546879,1.0,0.04514998742374926,0.37260629792812155,0.5460894413482583,0.7149577051263426,0.10677127018401654,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
722504.79791,4365914.18259,0.011086185517924611,0.5787118980831071,1.0,0.044592009559893536,0.3703691488850179,0.5402984452432927,0.7090715510866996,0.0787822832215929,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
722512.535701,4365914.19002,0.012966854379785512,0.5783780117745136,1.0,0.04403168614803288,0.36809420893128886,0.5345067410789833,0.7032102470471652,0.03659417328570587,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
722520.273568,4365914.19754,0.00908445918902424,0.5783780117745136,1.0,0.043469017188167036,0.3657848232746237,0.5287164530333617,0.6973752675278153,0.03659417328570587,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
722528.011358,4365914.20506,0.01331747258995755,0.5776768696340095,1.0,0.04290165713229116,0.36343873969598406,0.5229254569283961,0.6915708192476911,0.03057275065448672,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
722535.749226,4365914.21259,0.016478750813975266,0.5772762442721042,1.0,0.04233310679832328,0.3610582435352764,0.5185823979279351,0.6858033207059482,0.0408613926865818,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
722543.487017,4365914.22013,0.024886271136254492,0.5719341270286425,1.0,0.04176103814234766,0.3586410494525944,0.5127921098823135,0.6800784531417036,0.039292814677237546,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
722551.224811,4365914.2276,0.029128497473324154,0.5719341270286425,1.0,0.04176103814234766,0.3561882835574572,0.5070018660904008,0.6800784531417036,0.039292814677237546,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
