POINT_X,POINT_Y,PLA_Real,PLA_Predicho
723501.603788,4367479.56418,2.5030780212412767,1.7810682450402373
722658.25696,4367594.25275,3.775687473832874,3.770699592510304
721977.605122,4367408.67337,7.199317096804664,7.178014801105502
722225.593935,4366815.56711,3.7984071879236336,3.8159257223329224
723060.364582,4367802.70573,4.494454267259837,4.432805731130527
723254.370504,4367094.01482,2.3520730588778322,2.3584948186124626
722751.078678,4367609.75691,3.2422600874252914,3.274399483616368
723084.584366,4366585.23796,13.171871197401435,13.003921701763552
722843.831891,4367710.01892,3.15327595119055,3.0162796575186746
723044.468529,4368311.20592,4.171376978279967,4.166976173969392
722271.595837,4367393.53674,5.318686376677166,5.439222011109682
723208.483123,4366462.06774,4.284652388346404,4.152293229807136
722642.206663,4368333.90379,5.420117958546671,5.448882001429512
723053.869437,4366300.06935,3.6906178101474665,3.6959856996166964
723292.484056,4367756.72386,7.420381884647265,7.251223664518237
722689.617124,4367062.60524,2.708790767110299,3.866075503427559
723114.178867,4368203.41553,4.293850148514415,4.350228527339367
722643.896226,4366153.22806,1.8988098384184022,1.904501449958525
722781.888192,4367779.30131,0.9728102911575573,0.895337036935735
723199.66473,4367741.21339,4.832279596060712,5.3283039814344395
723539.830455,4367988.14705,3.9259470513742687,3.9256835417778486
722363.852956,4368171.83252,6.040163870210531,6.040613882591381
722821.361321,4366785.32595,4.680761616582329,5.572075074904705
722404.183757,4365944.91323,0.0,0.0020814119789745737
722836.009017,4367817.88198,3.9425994291922466,4.00153178514594
723108.082664,4366238.47355,3.840006008787218,3.753760477558332
723183.956799,4368018.57608,5.257433633540576,5.2404693874824755
723308.155826,4367525.58403,3.7023650749429384,3.7019628822204074
722341.063586,4367609.35154,6.79423632067189,6.866801241616436
722000.696301,4367578.21075,7.640607224912215,7.481988594589287
723485.508019,4368180.70652,5.648153392887688,4.9890214543524225
722659.371426,4366153.2434,1.9982339787387704,2.0040856458480345
722558.116932,4367031.65152,3.051460231646303,3.091350054772144
723416.335171,4367672.10256,4.3725620162931556,4.393503418013163
722233.584789,4366461.09215,1.2573414707902026,1.3169227067372977
722419.262005,4366484.38747,2.054658744159602,2.093545159476313
723316.548495,4366762.72681,5.423377646596844,5.38662830515623
722340.755165,4368025.42058,7.438131853638048,6.840535051559177
722434.180044,4367231.87783,5.740839254416747,6.050350354972277
722735.356268,4367925.64866,4.072720728594336,4.352889483059572
723385.012551,4368103.54771,3.277114089346865,3.231323302341166
723346.984172,4367356.10676,3.1158078125640385,3.1229597551174764
722860.493995,4366222.80475,3.3300404512170947,3.312157731786353
722952.111458,4367740.95141,4.017825781364408,3.923116209469
722774.641467,4367162.8652,3.571597839480866,3.5479862388841608
721675.900114,4367392.9929,4.21226600043559,4.249520693165101
722473.629342,4366207.00795,1.0083775542198201,1.0962508471571375
723347.913614,4366277.26163,6.096188724651996,6.056206486696157
722186.68944,4367123.76305,6.982157933072216,6.761225748708576
722588.411358,4367879.27118,4.116126939338685,4.24288213397504
722116.48045,4367940.45426,15.219349240810832,16.879933228341756
722131.703384,4368287.17917,1.6805271152677415,2.9721672329105155
723369.998984,4367579.58861,2.7999241122783927,2.7105570255986096
723045.333448,4367271.02312,3.5118297105524223,3.5190587584048614
723037.060586,4367918.25605,4.8671982300597625,4.811933855108157
723479.505242,4366215.75194,5.154614385579137,5.2633233031572555
722650.981362,4367000.92035,8.556009035041216,7.953006137663944
722139.444421,4368279.48199,3.845298529559817,3.8494609511482034
723160.651356,4368134.12293,4.542927171220376,4.507478875807576
721838.206545,4367624.29418,6.2016217246036245,6.1611916779130045
721822.894866,4367385.41745,6.345878597949712,6.371890996305045
722797.212155,4367964.23621,5.0331095423625465,5.055783519255904
722132.478765,4367200.76855,6.3902850670359035,6.367946752989714
722789.654908,4367740.78386,0.5633017849137896,0.7522111516572606
722147.185399,4368271.78474,3.802182778449351,3.8267959923532247
723370.166702,4367386.95407,3.1360232260100918,3.153320622728093
722217.436016,4367401.19081,5.458715619669975,5.554267920759833
722333.253438,4367709.51088,5.7598153093057824,5.6474762933943525
721946.485008,4367662.9178,7.0596110141992225,7.0419240922611905
722334.298015,4366283.9399,1.116270035548143,1.064477203074971
722411.780146,4366137.58897,2.4578709607668623,2.5546283422336185
722860.646627,4366030.13766,2.9630860606427167,2.7430191516812408
723363.163384,4366539.29728,5.259724994572893,5.4226194607762945
723231.127701,4367132.51863,2.415036051421605,2.5694865640695714
723307.742529,4368003.30026,5.825876602063418,5.029454106716012
722758.514705,4367987.31124,5.302840745683361,5.18305505799629
723362.724336,4367047.89731,3.1767021939139237,3.5438788349670047
722062.930968,4367085.11957,6.3274511462897065,6.2964979795491205
722000.546108,4367793.95318,8.001959784057515,7.996113478717662
722620.471776,4366430.63924,2.005995598756739,2.5523935355193945
722124.62761,4367362.57673,7.770083742398561,7.676977926251787
723586.841799,4367325.54958,2.907845639570104,2.8908148874890123
723069.464511,4366153.66018,3.9636087015184547,3.9848093721242144
721629.417624,4367493.12135,3.095163249817857,3.0561612190636347
723022.45965,4366862.59309,3.6406606766935297,3.5335062336744425
722178.30546,4368025.26539,6.049684406051157,6.511631394696464
722402.698673,4367948.43244,6.62374228630447,6.463827066489363
722573.971844,4366530.77567,2.4362711513042195,2.505588767396855
723315.658791,4367795.27454,6.9824480079913505,6.841261332985739
721745.511456,4367416.17014,5.232681086727389,5.233093110835276
722225.088803,4367516.77807,7.299264449180767,7.1706862860247
722674.757677,4366268.8575,2.6922028290124196,2.6919712241946567
723307.575274,4368195.91962,4.444690260608824,4.330657367980403
722620.294782,4366661.82686,2.2872736304899086,2.554331988096548
722364.500248,4367301.16026,5.6039081192804305,5.827386852892865
722891.597579,4366030.16919,3.9080358869045537,3.5896266047085534
723300.86994,4367001.59517,2.737032099605415,2.847507240662803
723454.736407,4367988.05219,4.148399120594061,4.214742694719494
723247.215374,4366408.16411,4.87591163436147,5.151110384428963
722186.48524,4367408.86708,6.038034089371896,6.2545033064467495
722225.759437,4366584.38484,1.6320638291758742,1.5793696618911164
722410.71748,4367570.89277,6.033806459018614,6.072724689860173
722595.973958,4368102.71898,6.408293179621829,6.405707986546166
722921.73041,4367047.42976,3.186416241272224,3.165144675432908
722534.930192,4367000.80555,3.072253294284773,3.0399682093120735
722558.678123,4366291.86263,2.044251056112708,2.0289207062801258
722480.307993,4367617.19193,4.976891561118157,5.042999895256171
722581.972197,4366183.9937,1.6498780455293798,1.651713553441567
722140.688958,4366530.36204,1.043457383697803,1.0621250029640494
723230.562802,4367795.18235,7.827496262931962,7.663938894748168
723022.705725,4366562.05458,10.409433882414778,5.356384530287745
723214.847123,4368080.2479,5.55259525105855,5.410371386634236
723292.497311,4367741.31361,7.463142928761125,7.2264124086958175
722302.190285,4367871.28632,5.391460172338073,5.470526361629268
722650.304358,4367871.62816,2.7858568252019613,2.759214619182963
723354.076541,4368095.80897,3.0768489042934277,3.1667285637426192
722781.555526,4368195.36298,4.924191026804336,5.038941694046861
723099.899152,4366777.90802,3.5838290754278916,3.581006985013709
722055.15669,4367139.05205,6.531605412719188,6.496747282038955
722550.555942,4366800.4674,3.25881551712706,3.167452029441951
722456.907476,4367871.43628,6.028545869570007,5.976752194475379
723463.437366,4366893.88959,4.13632946484072,4.175008870153437
723516.291708,4368357.94736,2.8224889786835394,3.2516228744463986
722309.766759,4368087.02873,6.1296869918056265,6.453290649041035
723500.944855,4368219.24727,3.453481563754648,3.9205680290296994
722992.113269,4366122.75313,3.669059934592234,3.8442895266517856
722356.059882,4368248.87092,6.174803644314528,6.159956356552558
722851.125682,4368257.07153,4.146462851273099,4.236859463853797
723469.988774,4368234.62203,4.659203741027093,4.664636708842904
722202.783521,4366252.99015,0.5818905763207614,0.5490792129835462
723215.621709,4367171.03051,2.6905666371940096,2.71109738785305
722697.743372,4366561.72329,3.319326145516951,3.3192345972569424
722101.532684,4367200.73979,6.929489714797134,6.995654821290335
722456.755761,4368071.76212,8.198174307541231,8.207341926847667
723222.675202,4367972.38846,5.373065036716804,5.2899954411376795
722039.678232,4367146.74345,6.547805750709599,6.613126773043034
722256.624817,4366700.00594,4.719746300740974,4.52619262371848
721722.388731,4367285.15787,3.3385280279623935,3.2729751161222826
723253.797226,4367764.38709,7.744878771043061,7.654156153494162
722341.290975,4367301.13798,6.042745690876728,5.956957900947946
722766.605954,4367540.42536,3.133202497486088,3.155907226937453
722844.264706,4367170.64173,3.422597048591208,3.375725437435537
723423.459467,4368365.54845,5.238715722246688,5.169588830028664
722643.179101,4367085.67603,2.968452831361459,3.871261112741444
723346.883957,4367471.68854,3.446155825544877,3.399115194197032
722535.035396,4366862.09992,2.546332462017986,2.526070217630512
722581.079037,4367355.31015,6.267199046209706,5.92496972323592
722464.829895,4367624.88198,4.977762940019801,5.004263708355088
723068.40861,4367432.86282,2.9965458563216587,2.8129668587799324
722565.753627,4367162.65614,4.4746714655466295,4.412195687684451
723555.716759,4367525.85679,3.0386255706188225,3.047579121175112
721993.072376,4367416.39288,7.245208180099003,7.2346876998438
722101.380431,4367416.49281,7.760337379001526,7.7151247663238625
723215.425459,4367402.19746,2.8273588903067086,2.8714279214718506
722990.422416,4368187.87508,4.4798670382030235,4.378047887965007
722890.795934,4367031.98631,2.9668166395430493,2.969023794980994
722140.007048,4367493.58215,7.33085876305217,7.253142043834013
721799.443526,4367747.54074,5.93185858995882,6.132167509384688
723237.994669,4368149.61569,4.686183401509873,4.685131036633284
723169.699872,4366577.62147,5.203410065212292,5.42170248625229
722487.580862,4368225.88591,7.426739680553931,7.0899462775045645
722411.336736,4366738.68378,5.0976539048733,4.893293213975648
722673.614638,4367740.66621,0.6044520764718732,1.0078679203825365
722341.353394,4367216.37714,6.298406337045765,6.306458539806369
723371.212202,4366177.10073,5.361511668153751,5.329407804986121
722333.338828,4367593.93367,7.167238811781706,7.182023884244229
723130.182926,4367571.62457,3.6750303227488064,3.6426652374986452
722295.666389,4366206.83799,0.6474096136426931,0.6370207052297651
723463.680313,4366616.46975,4.013372323454718,4.018914810325805
723216.084188,4366623.90815,5.894777859082398,5.675679899991992
723316.812265,4366454.47732,5.605295785372368,5.613739547724561
723222.991206,4367602.54501,4.303047523967676,4.303127238402074
721877.231403,4367115.7733,5.131443016375559,5.120281959521458
722465.656746,4366522.96371,2.144959758972854,2.1532525804177074
723231.714626,4366438.97327,3.833648212880555,3.8897049432470947
723145.140814,4368180.3346,4.413321774293831,4.4451089864476
721907.957445,4367439.43147,7.312624822909837,7.316699569931027
722038.932725,4368210.04697,1.3594217779016042,1.4053823264447802
722303.348305,4366283.91059,1.1853260440740518,1.1314933546604302
722674.519959,4366577.11259,4.142945404342527,3.731000997427753
723022.4217,4366908.82883,2.8212884763159516,2.8975620878152992
722580.329327,4368326.13716,4.877654392164762,5.222030853729471
723408.402813,4367895.54165,4.279618011168952,4.2938072324302645
722101.4457,4367324.02798,7.708250079994205,7.70850846672908
722116.441998,4367994.38802,6.5754628938616015,6.692502339161611
723502.832716,4366084.76346,5.67274474422194,5.403579780992999
722906.275653,4367024.29641,3.011061913150307,3.0108942602343443
723268.730704,4368388.49196,5.1926311274346775,5.169236145862191
723106.780438,4367802.75485,4.940327117432024,4.873971454799841
722951.877578,4368026.03495,4.9490728377724675,4.948457278019464
723160.853989,4367895.27268,5.324301673122385,5.525408564798452
722426.925058,4366584.57619,2.605074364359176,2.61971798798131
722868.016957,4366492.53854,2.51891384200904,2.6695324453547946
723246.212982,4367587.15943,4.2927529420563575,4.222446842201425
722140.231623,4367177.65903,5.847660305175061,5.974719591042919
723152.797893,4368272.79851,4.376499187012553,4.4395744693272166
722789.340556,4368133.73355,5.319396560099875,5.050835436866243
722357.639428,4366106.71067,0.11065011663383986,0.1542500786257465
722680.877676,4368341.64733,4.442463531653982,4.433323073785717
722326.0159,4367031.42636,6.219436325671876,6.153999207969301
722773.986271,4367987.32699,5.268599979068284,5.169955956386723
722688.941305,4367925.60163,4.402768664072622,4.27802335623234
722318.5041,4366723.18281,3.8129940322657045,3.838482548392221
722912.99713,4368272.54491,3.4412183964836323,3.557733988023711
722727.522737,4368048.91827,4.785033162713175,5.378279263421828
721691.418017,4367323.65794,3.5057950750331237,3.8369185175188876
722767.78192,4366045.45758,2.1901052650877713,2.1721290518945113
723075.397472,4368326.64777,4.277391282214108,4.279343514119334
722596.581492,4367316.79815,7.700859709706962,7.644944785196094
723315.632094,4367826.0948,6.819376659949912,6.852747352615787
723432.570434,4366801.38343,4.271259698578599,4.318880019261164
722944.337601,4367787.17386,4.5125589432472255,4.405582214588877
723022.906994,4366315.45023,3.7019453511541096,3.6978748106039947
723223.024056,4367564.01863,3.9540235336003535,3.9408658876154443
723524.172413,4368196.15916,3.277436865019484,3.0069869264518463
722016.633886,4366907.8443,3.2695302075419495,3.1700848271203927
722619.192859,4368087.3327,5.961161542797904,5.921439594376105
723409.613616,4366508.52248,1.438650029049326,1.8102055214353803
722217.840456,4366838.67765,3.9955904231399475,3.9835491901121056
723029.254292,4368003.00166,5.1419961265967675,5.140260647596481
722557.722429,4367547.92113,5.025686856036566,5.013670266296549
722991.731788,4366592.8474,3.9977525200173214,3.8649629226140707
722990.75987,4367779.51725,4.024958008056508,4.014341756142755
723548.529759,4366909.39559,3.947504542214756,3.9585167752467356
722224.876565,4367809.57285,8.275724336784448,8.057735955808935
722364.243329,4367647.89974,6.076147394628896,6.065776558407618
722341.018021,4367670.99279,6.056913196144719,6.020508165169417
722225.094319,4367509.07275,7.090753672957807,7.075265059557387
722117.27195,4366823.17195,2.6549799460370336,2.6677048910352834
721985.580725,4367061.93158,6.369405058864645,6.341963906882385
722775.236268,4366407.67444,5.032754835365938,4.864232578336467
722108.941945,4367663.06769,7.890007023290796,8.947224996391117
723006.270021,4367733.30299,3.8054101504607853,3.81674214531006
722078.204103,4367370.23903,8.071667787900669,7.93480346463558
723479.350387,4366393.00254,5.312490160964186,5.250008387322661
722187.254058,4366330.04046,0.4392409450083809,0.4568748218038974
723479.168247,4366601.07427,4.020504550146818,4.113512664136438
722372.80464,4366530.58062,2.5130856059514315,2.5050509127131493
722464.818297,4367640.29235,4.979634577263291,4.998487911995224
722604.347575,4367278.27828,7.055254504405741,7.116311051485135
722131.902394,4368009.81208,6.219855664745959,6.3595881849487785
723394.471554,4366123.17894,5.251334365943804,5.228511014316852
723416.524431,4367456.35394,3.1679306976854424,3.18505981094002
723108.04447,4366284.71293,3.662186236210027,3.720575939894772
723315.912087,4367502.47633,3.698782611220149,3.648771527870755
722835.64847,4368264.76015,4.053615794265102,4.206802588602989
722696.391172,4368287.73139,4.068719310512211,3.991934712037658
723378.464797,4366739.67566,7.0289846426309275,7.096743439196217
721582.867076,4367701.12005,6.929392766680924,6.647876095236132
721884.727761,4367470.23172,7.382300510714251,7.3657141622577145
723402.102871,4366246.49395,5.45887681514891,5.460145165809253
721930.997056,4367686.01903,6.768838222513465,6.744690145665968
722820.127717,4368326.38053,4.703319750479405,4.6956238401249175
722356.404266,4367786.58375,5.660319996757243,5.641404993020838
722959.638635,4367995.22375,5.057152290467769,5.039129901887037
721992.87452,4367701.48576,7.267540871154419,7.270173841954507
722558.724641,4366230.2104,1.7761464267416311,1.524928650357017
721784.146632,4367485.55214,6.301278617345845,6.4735358440250454
722008.662586,4367246.8875,6.862363146905432,6.844357859664621
722837.043419,4366523.33224,2.3629843385283698,2.4409337766982024
723447.645991,4367256.04471,3.142626085210508,2.77300044010215
723455.199375,4367464.10202,3.0940660433598035,3.2959382719341295
722510.799174,4368210.49959,7.159202890149223,7.113133393082756
722209.671958,4367439.71032,5.575153769670375,5.85539854607785
722804.960242,4367948.83437,4.925933784607627,4.9346506355687465
722796.87175,4368387.99255,2.383551381253058,2.5341486920366703
723478.802721,4367017.20114,7.18056686947204,7.202120101135557
723121.966557,4368141.78623,4.426779480853858,4.405435248939016
723130.318763,4367409.81209,3.2375161698817174,3.239963782423761
722998.553048,4367710.17951,3.637078212970741,3.651448506767803
722418.890633,4366985.28094,5.157228522284073,5.2140559432392815
723262.277939,4366893.67086,4.95259028470304,4.922925038677259
723402.156051,4366184.84089,5.273537792844274,5.2873973462682695
722945.015633,4366954.98382,2.8895893859724513,2.8889821626032988
722951.896541,4368002.92047,5.050988390793526,5.0351289747009265
723400.592438,4367980.28742,3.848396637416309,4.051060198449046
722791.025271,4366006.94698,2.2031851817663775,2.2038237136063366
722310.907092,4366530.52168,2.349894611623719,2.3314680182623153
723092.613932,4366230.75075,3.6887784889427144,3.6173607904510634
722332.973677,4368087.05107,6.219339377555666,6.2640968588380295
722952.287964,4367525.20567,3.373446661961444,3.98908346024563
722914.718371,4366145.79372,4.432104317665193,4.369277225605753
722967.77938,4367502.10585,4.6162172540715725,4.41756348828456
722906.697118,4366500.28439,1.3092062123164616,1.813237196364659
722898.700131,4366823.93509,2.3806758308776272,2.383802980080933
723446.754719,4368265.41476,4.715422106986232,4.7254509902742
723278.256375,4366300.30641,4.267548355415607,4.213945104106278
722920.776847,4368218.62083,4.761474385759506,4.394242031855651
722526.240637,4368249.03791,7.008104634459668,6.897776128654335
722899.058517,4366376.97441,2.192441830102845,2.309975263949357
722218.044328,4366553.5528,0.7824849810188268,0.81636812988552
721753.476704,4367069.42918,2.0898741855858574,2.0905671864938205
722333.025222,4368017.70835,7.374071462278849,6.98518961531112
723524.977287,4367294.65824,2.775904062343233,2.8339235034752823
721699.1846,4367277.432,2.615698262093804,2.6360380034198805
722666.131338,4367417.0384,4.169150249325122,4.197504035094878
723477.525009,4368458.06238,4.519916997495735,4.665250156127215
723285.290876,4367124.87115,1.5867794410373368,2.0332327007302458
