POINT_X,POINT_Y,PLA
722543.463913,4365945.04751,0.2577880024909973
722551.201674,4365945.05506,0.2925910055637359
722558.939515,4365945.06254,0.3275850117206573
722566.677277,4365945.0701,0.2605670094490051
722574.415039,4365945.07767,0.1818410009145736
722582.15288,4365945.08526,0.1918140053749084
722589.890643,4365945.09284,0.1994339972734451
722597.628485,4365945.10044,0.2207510024309158
722605.366252,4365945.10797,0.2332649976015091
722613.104017,4365945.11558,0.2255149930715561
722620.84186,4365945.1232,0.1972240060567855
722628.579626,4365945.13082,0.169305995106697
722636.317393,4365945.13846,0.1296409964561462
722644.05524,4365945.14602,0.1026099994778633
722651.793008,4365945.15367,0.1016599982976913
722659.530853,4365945.16133,0.0751228034496307
722667.268622,4365945.169,0.0489197000861167
722357.751491,4365952.5758,0.1412789970636367
722365.489309,4365952.58317,0.0
722373.22705,4365952.59054,0.0
722380.964792,4365952.59792,0.0
722388.702613,4365952.60523,0.0
722396.440356,4365952.61263,0.0
722404.178099,4365952.62003,0.0
722411.91592,4365952.62744,0.0
722419.653664,4365952.63486,0.0
722427.391486,4365952.64229,0.0
722435.129234,4365952.64965,0.0
722442.866979,4365952.65709,0.0204562991857528
722450.604803,4365952.66454,0.0557690002024173
722458.34255,4365952.672,0.0634955987334251
722466.080297,4365952.67946,0.071321502327919
722473.818125,4365952.68686,0.0756663978099823
722481.555873,4365952.69434,0.0837078019976615
722489.2937,4365952.70183,0.0918902978301048
722497.031449,4365952.70933,0.151647999882698
722504.769201,4365952.71675,0.176485002040863
722512.507029,4365952.72427,0.2014729976654052
722520.24478,4365952.73178,0.226622000336647
722527.982532,4365952.73931,0.2361550033092498
722535.720364,4365952.74677,0.2435459941625595
722543.458117,4365952.75431,0.255742996931076
722551.195947,4365952.76186,0.2982499897480011
722558.933701,4365952.76942,0.3334749937057495
722566.671455,4365952.77699,0.3106330037117004
722574.40929,4365952.78448,0.2131610065698623
722582.147045,4365952.79206,0.2000689953565597
722589.884801,4365952.79965,0.2078360021114349
722597.622635,4365952.80725,0.2183690071105957
722605.360392,4365952.81485,0.2291029989719391
722613.098227,4365952.82247,0.2546499967575073
722620.835987,4365952.83001,0.2371249943971634
722628.573746,4365952.83763,0.2092400044202804
722636.311582,4365952.84527,0.1683620065450668
722644.049342,4365952.85291,0.1413349956274032
722651.787104,4365952.86048,0.1423420011997223
722659.524942,4365952.86814,0.115786001086235
722667.262703,4365952.87581,0.0895423963665962
722675.000465,4365952.88348,0.0636062994599342
722682.738307,4365952.89109,0.0379696004092693
722690.47607,4365952.89878,0.0175742991268634
722350.008144,4365960.2753,0.1294520050287246
722357.745876,4365960.28266,0.1074810028076171
722365.483689,4365960.28995,0.0009975429857149
722373.221422,4365960.29732,0.0
722380.959233,4365960.30471,0.0
722388.696968,4365960.3121,0.0
722396.434703,4365960.31949,0.0
722404.172518,4365960.32682,0.0
722411.910254,4365960.33423,0.0
722419.64799,4365960.34165,0.0
722427.385804,4365960.34908,0.0
722435.123542,4365960.35651,0.0
722442.861358,4365960.36396,0.0
722450.599098,4365960.37133,0.0
722458.336838,4365960.37879,0.0069637298583984
722466.074655,4365960.38626,0.0541592016816139
722473.812395,4365960.39373,0.0820712968707084
722481.550138,4365960.40113,0.0888577029109001
722489.287957,4365960.40862,0.0973147973418235
722497.025698,4365960.41612,0.1470759958028793
722504.763518,4365960.42363,0.1721780002117157
722512.501261,4365960.43114,0.1974260061979293
722520.239007,4365960.43858,0.2228219956159591
722527.976828,4365960.44611,0.2419759929180145
722535.714573,4365960.45364,0.2676509916782379
722543.452318,4365960.46119,0.2934879958629608
722551.190143,4365960.46866,0.3194980025291443
722558.927889,4365960.47622,0.3293229937553406
722566.665635,4365960.48378,0.3494510054588318
722574.40346,4365960.49136,0.2633970081806183
722582.141208,4365960.49894,0.2082729935646057
722589.879033,4365960.50653,0.216180995106697
722597.616784,4365960.51405,0.2268919944763183
722605.354534,4365960.52165,0.2377990037202835
722613.092361,4365960.52927,0.2488989979028701
722620.830111,4365960.53689,0.2764210104942322
722628.567864,4365960.54444,0.2490749955177307
722636.305693,4365960.55207,0.2069050073623657
722644.043445,4365960.55972,0.1798799932003021
722651.781275,4365960.56737,0.1829639971256256
722659.519028,4365960.57503,0.1563870012760162
722667.256784,4365960.58262,0.1301079988479614
722674.994615,4365960.59029,0.1041150018572807
722682.73237,4365960.59797,0.0784054026007652
722690.470125,4365960.60566,0.0780163034796714
722698.207961,4365960.61328,0.0800475999712944
722705.945717,4365960.62099,0.0839881971478462
722350.002539,4365967.98208,0.105224996805191
722357.740341,4365967.98944,0.0723763033747673
722365.478066,4365967.99681,0.027828199788928
722373.215791,4365968.00418,0.0
722380.953597,4365968.01149,0.0
722388.691324,4365968.01887,0.0
722396.429128,4365968.02627,0.0
722404.166856,4365968.03368,0.0
722411.904584,4365968.04109,0.0
722419.642391,4365968.04851,0.0
722427.380122,4365968.05586,0.0
722435.117852,4365968.0633,0.0
722442.85566,4365968.07074,0.0
722450.593391,4365968.07819,0.0
722458.331125,4365968.08557,0.0
722466.068934,4365968.09304,0.0
722473.806667,4365968.10051,0.0035991698969155
722481.544477,4365968.108,0.0940933004021644
722489.282211,4365968.11549,0.1028119996190071
722497.019947,4365968.12291,0.1425669938325882
722504.757759,4365968.13041,0.1679210066795349
722512.495494,4365968.13792,0.1934169977903366
722520.23323,4365968.14544,0.2190569937229156
722527.971046,4365968.1529,0.2383880019187927
722535.708783,4365968.16043,0.2642939984798431
722543.446598,4365968.16798,0.2903580069541931
722551.184336,4365968.17553,0.3165870010852813
722558.922074,4365968.18309,0.3234420120716095
722566.659893,4365968.19058,0.3681930005550384
722574.397632,4365968.19815,0.2923699915409088
722582.135372,4365968.20573,0.2300399988889694
722589.87319,4365968.21332,0.2244659960269928
722597.610931,4365968.22092,0.2353519946336746
722605.348675,4365968.22845,0.246421992778778
722613.086495,4365968.23606,0.2576789855957031
722620.824237,4365968.24368,0.269120991230011
722628.562058,4365968.25131,0.2726629972457886
722636.299802,4365968.25895,0.245275005698204
722644.037548,4365968.26651,0.2182500064373016
722651.77537,4365968.27417,0.2235340029001236
722659.513116,4365968.28182,0.196939006447792
722667.250939,4365968.28949,0.1706199944019317
722674.988685,4365968.29717,0.1445730030536651
722682.726435,4365968.30477,0.1453550010919571
722690.46426,4365968.31246,0.1453360021114349
722698.202008,4365968.32016,0.1502690017223358
722705.939756,4365968.32786,0.1541039943695068
722342.259214,4365975.68157,0.0935496985912323
722349.99693,4365975.68893,0.0666598975658416
722357.734727,4365975.69621,0.0257034003734588
722365.472444,4365975.70358,0.0
722373.21024,4365975.71095,0.0
722380.947958,4365975.71833,0.0
722388.685677,4365975.72572,0.0
722396.423476,4365975.73304,0.0
722404.161196,4365975.74045,0.0
722411.898917,4365975.74786,0.0
722419.636716,4365975.75528,0.0
722427.374437,4365975.76271,0.0
722435.112162,4365975.77007,0.0
722442.849962,4365975.77752,0.0
722450.587685,4365975.78497,0.0
722458.325486,4365975.79243,0.0
722466.063211,4365975.79989,0.0
722473.800938,4365975.80729,0.0507411994040012
722481.538741,4365975.81478,0.0980796962976455
722489.276467,4365975.82227,0.1069869995117187
722497.01427,4365975.82976,0.1309069991111755
722504.751997,4365975.83727,0.1647640019655227
722512.489727,4365975.8447,0.1904370039701461
722520.227533,4365975.85223,0.2162529975175857
722527.965261,4365975.85976,0.2357099950313568
722535.702991,4365975.86729,0.2617819905281067
722543.4408,4365975.87476,0.2590120136737823
722551.17853,4365975.88231,0.2755639851093292
722558.916338,4365975.88987,0.4042069911956787
722566.654069,4365975.89744,0.4118419885635376
722574.391801,4365975.90501,0.3413450121879577
722582.129536,4365975.91252,0.2800010144710541
722589.867346,4365975.92011,0.2597309947013855
722597.60508,4365975.92771,0.2416550070047378
722605.342891,4365975.93531,0.2528440058231354
722613.080625,4365975.94293,0.2642140090465545
722620.818363,4365975.95047,0.2757630050182342
722628.556176,4365975.9581,0.2874889969825744
722636.293912,4365975.96574,0.27394500374794
722644.031726,4365975.97338,0.2469179928302765
722651.769463,4365975.98103,0.2539309859275818
722659.507203,4365975.98861,0.2273239940404892
722667.245018,4365975.99628,0.2009769976139068
722674.982757,4365976.00396,0.2032549977302551
722682.720574,4365976.01164,0.2111230045557022
722690.458314,4365976.01933,0.2157360017299652
722698.196056,4365976.02695,0.220550999045372
722705.933875,4365976.03466,0.2242870032787323
722342.253615,4365983.38834,0.0460987016558647
722349.991401,4365983.39569,0.019243199378252
722357.72911,4365983.40305,0.0
722365.46682,4365983.41041,0.0
722373.20461,4365983.41771,0.0
722380.942321,4365983.4251,0.0
722388.68011,4365983.43249,0.0
722396.417821,4365983.43989,0.0
722404.155534,4365983.44729,0.0
722411.893326,4365983.45463,0.0
722419.63104,4365983.46205,0.0
722427.368754,4365983.46948,0.0
722435.106546,4365983.47692,0.0
722442.844261,4365983.48436,0.0
722450.581979,4365983.49174,0.0
722458.319772,4365983.4992,0.0119933998212218
722466.057489,4365983.50666,0.0640259012579917
722473.795284,4365983.51414,0.1025850027799606
722481.533001,4365983.52162,0.1034789979457855
722489.270722,4365983.52904,0.1126289963722229
722497.008518,4365983.53654,0.1219059973955154
722504.746237,4365983.54404,0.1606059968471527
722512.484035,4365983.55156,0.1775110065937042
722520.221757,4365983.559,0.170860007405281
722527.959478,4365983.56653,0.1632709950208664
722535.697277,4365983.57407,0.1769639998674392
722543.434999,4365983.58161,0.2875419855117798
722551.172722,4365983.58916,0.4117319881916046
722558.910524,4365983.59665,0.5360789895057678
722566.648248,4365983.60421,0.4660890102386474
722574.385972,4365983.61179,0.3957670032978058
722582.123774,4365983.61937,0.3101139962673187
722589.861502,4365983.62689,0.2437880039215088
722597.599228,4365983.63448,0.1972199976444244
722605.337031,4365983.64209,0.2410469949245453
722613.074758,4365983.64971,0.2728559970855713
722620.812563,4365983.65733,0.2845419943332672
722628.550291,4365983.66496,0.2964000105857849
722636.288021,4365983.67252,0.3084160089492798
722644.025828,4365983.68016,0.2849960029125213
722651.763557,4365983.68781,0.2944320142269134
722659.501365,4365983.69548,0.2678050100803375
722667.239095,4365983.70314,0.2547760009765625
722674.976829,4365983.71074,0.248551994562149
722682.714638,4365983.71843,0.2640460133552551
722690.45237,4365983.72612,0.2685849964618683
722698.190102,4365983.73381,0.2733120024204254
722705.927915,4365983.74144,0.2794910073280334
722342.248091,4365991.09517,0.0
722349.985792,4365991.10252,0.0
722357.723496,4365991.1098,0.0
722365.461275,4365991.11717,0.0
722373.198978,4365991.12455,0.0
722380.936681,4365991.13193,0.0
722388.674464,4365991.13924,0.0
722396.412168,4365991.14664,0.0
722404.14995,4365991.15405,0.0
722411.887656,4365991.16146,0.0
722419.625361,4365991.16889,0.0
722427.36307,4365991.17624,0.0
722435.100854,4365991.18368,0.0
722442.838562,4365991.19112,0.0
722450.576347,4365991.19858,0.0
722458.314056,4365991.20603,0.0228291004896163
722466.051767,4365991.21343,0.0753078013658523
722473.789554,4365991.2209,0.114716999232769
722481.527264,4365991.22839,0.1101230010390281
722489.265052,4365991.23588,0.1183620020747184
722497.002763,4365991.24338,0.1278609931468963
722504.740477,4365991.25081,0.0797386020421981
722512.478266,4365991.25832,0.0892086029052734
722520.215979,4365991.26584,0.0988102033734321
722527.953693,4365991.27337,0.1701200008392334
722535.691486,4365991.28083,0.2942090034484863
722543.4292,4365991.28838,0.4129830002784729
722551.166993,4365991.29593,0.4812889993190765
722558.904708,4365991.30349,0.5262789726257324
722566.642424,4365991.31106,0.3775370121002197
722574.38022,4365991.31856,0.2502610087394714
722582.117937,4365991.32614,0.1656150072813034
722589.855655,4365991.33373,0.1080819964408874
722597.59345,4365991.34133,0.1586489975452423
722605.331169,4365991.34894,0.1990219950675964
722613.06889,4365991.35648,0.2465420067310333
722620.806687,4365991.3641,0.3062840104103088
722628.544407,4365991.37173,0.3052180111408233
722636.282206,4365991.37937,0.3317869901657104
722644.019927,4365991.38701,0.3377879858016968
722651.757651,4365991.39459,0.3349019885063171
722659.495451,4365991.40225,0.3213559985160827
722667.233174,4365991.40992,0.3138279914855957
722674.970974,4365991.4176,0.3304179906845093
722682.708701,4365991.4252,0.3346840143203735
722690.446425,4365991.43289,0.339123010635376
722698.184227,4365991.44059,0.3438209891319275
722705.921953,4365991.4483,0.3803620040416717
722334.504721,4365998.79457,0.0
722342.242491,4365998.80191,0.0
722349.980184,4365998.80927,0.0
722357.717878,4365998.81663,0.0
722365.455652,4365998.82392,0.0
722373.193347,4365998.83129,0.0
722380.93112,4365998.83868,0.0
722388.668816,4365998.84607,0.0
722396.406512,4365998.85347,0.0
722404.144289,4365998.8608,0.0
722411.881987,4365998.86821,0.0
722419.619685,4365998.87564,0.0
722427.357461,4365998.88307,0.0
722435.09516,4365998.89051,0.0
722442.832862,4365998.89787,0.0
722450.57064,4365998.90533,0.0
722458.30834,4365998.91279,0.0352534987032413
722466.046119,4365998.92026,0.0920237973332405
722473.783823,4365998.92766,0.1149009987711906
722481.521526,4365998.93514,0.1156269982457161
722489.259306,4365998.94263,0.1241889968514442
722496.99701,4365998.95013,0.1338980048894882
722504.734791,4365998.95764,0.1218049973249435
722512.472495,4365998.96516,0.0507335998117923
722520.210203,4365998.9726,0.0099792499095201
722527.947986,4365998.98013,0.0392513014376163
722535.685692,4365998.98767,0.1619109958410263
722543.423399,4365998.99521,0.2710689902305603
722551.161185,4365999.00269,0.5883010029792786
722558.898893,4365999.01025,0.4087449908256531
722566.636679,4365999.01782,0.2127529978752136
722574.374388,4365999.0254,0.1083180010318756
722582.112097,4365999.03298,0.0294665992259979
722589.849887,4365999.0405,0.0625687018036842
722597.587597,4365999.0481,0.1164190024137497
722605.325308,4365999.0557,0.1752530038356781
722613.063097,4365999.06332,0.2443200051784515
722620.800809,4365999.07094,0.3231259882450104
722628.538524,4365999.0785,0.3658289909362793
722636.276314,4365999.08613,0.3532449901103973
722644.014028,4365999.09378,0.3545759916305542
722651.751819,4365999.10143,0.3642140030860901
722659.489536,4365999.10902,0.391196995973587
722667.227251,4365999.11669,0.3821510076522827
722674.965045,4365999.12436,0.4012260138988495
722682.702761,4365999.13205,0.4054110050201416
722690.440555,4365999.13974,0.4097540080547333
722698.178275,4365999.14736,0.4283390045166015
722705.915993,4365999.15507,0.4951969981193542
722334.499203,4366006.50138,0.0
722342.236888,4366006.50873,0.0
722349.974576,4366006.516,0.0
722357.712339,4366006.52337,0.0
722365.450026,4366006.53074,0.0
722373.187713,4366006.53811,0.0
722380.925481,4366006.54542,0.0
722388.663169,4366006.55281,0.0
722396.400858,4366006.56021,0.0
722404.138625,4366006.56762,0.0
722411.876315,4366006.57503,0.0
722419.614085,4366006.58238,0.0
722427.351776,4366006.58981,0.0
722435.089467,4366006.59725,0.0
722442.827237,4366006.6047,0.0
722450.564929,4366006.61215,0.019870800897479
722458.302625,4366006.61953,0.0767460018396377
722466.040396,4366006.62701,0.1336960047483444
722473.77809,4366006.63448,0.1117400005459785
722481.515862,4366006.64197,0.121238999068737
722489.253558,4366006.64946,0.1301189959049224
722496.991256,4366006.65688,0.1400199979543686
722504.729029,4366006.66439,0.1500400006771087
722512.466726,4366006.67191,0.1037650033831596
722520.204501,4366006.67943,0.0330029018223285
722527.942201,4366006.68688,0.0
722535.6799,4366006.69442,0.0
722543.417676,4366006.70197,0.0470734015107154
722551.155376,4366006.70952,0.2281280010938644
722558.893076,4366006.71708,0.2650969922542572
722566.630856,4366006.72458,0.047945000231266
722574.368557,4366006.73215,0.0
722582.106336,4366006.73974,0.0
722589.844038,4366006.74733,0.0305861998349428
722597.581741,4366006.75493,0.1037940010428428
722605.319447,4366006.76246,0.1698759943246841
722613.057228,4366006.77008,0.254054993391037
722620.794932,4366006.7777,0.3267709910869598
722628.532714,4366006.78533,0.394351989030838
722636.27042,4366006.79297,0.4447000026702881
722644.008128,4366006.80054,0.4411830008029938
722651.745912,4366006.80819,0.4372349977493286
722659.483619,4366006.81585,0.4646990001201629
722667.221404,4366006.82353,0.4509600102901459
722674.959114,4366006.83113,0.4527629911899566
722682.696823,4366006.83881,0.4678379893302917
722690.434609,4366006.8465,0.4818949997425079
722698.172319,4366006.8542,0.4984090030193329
722705.910029,4366006.86191,0.5100100040435791
722326.755855,4366014.20077,0.0
722334.493609,4366014.20811,0.0
722342.231287,4366014.21546,0.0
722349.969042,4366014.22281,0.0
722357.706723,4366014.2301,0.0
722365.444402,4366014.23747,0.0
722373.182159,4366014.24485,0.0
722380.919839,4366014.25223,0.0
722388.65752,4366014.25962,0.0
722396.395281,4366014.26695,0.0
722404.132962,4366014.27435,0.0
722411.870722,4366014.28177,0.0
722419.608405,4366014.28919,0.0
722427.346088,4366014.29663,0.0
722435.083774,4366014.30399,0.0
722442.821536,4366014.31143,0.0044059799984097
722450.559221,4366014.31889,0.0613498985767364
722458.296984,4366014.32635,0.1183850020170211
722466.03467,4366014.33382,0.1422619968652725
722473.772359,4366014.34122,0.1172939985990524
722481.510123,4366014.34871,0.1269589960575103
722489.247811,4366014.3562,0.1361500024795532
722496.985576,4366014.3637,0.1462330073118209
722504.723267,4366014.37113,0.1564289927482605
722512.460956,4366014.37865,0.1568569988012313
