POINT_X,POINT_Y,PLA,A,AC,CIB,CICCB,CUS,DBB,DOB,OC,P
722528.011358,4365914.20506,0.1235959976911544,17.3020000458,225.05,0.1348800063133239,0.4270249903202057,1,721.2239990234375,973.2960205078124,4,0.867905938807598
722535.749226,4365914.21259,0.1529349982738495,17.2900009155,225.05,0.1343960016965866,0.4248830080032348,1,715.2340087890625,965.1790161132812,4,1.1599821612854841
722543.487017,4365914.22013,0.2309630066156387,17.1299991608,225.05,0.1339090019464492,0.4227080047130584,1,707.2479858398438,957.1220092773438,4,1.1154530253507333
722551.224811,4365914.2276,0.2703340053558349,17.1299991608,225.05,0.1339090019464492,0.4205009937286377,1,699.2620239257812,957.1220092773438,4,1.1154530253507333
722558.96268,4365914.23516,0.1712969988584518,17.0410003662,225.05,0.133419007062912,0.4256640076637268,1,691.2769775390625,949.1400146484376,4,0.9613761544762418
722566.700473,4365914.24272,0.1472170054912567,16.9050006866,225.05,0.1329279989004135,0.4233829975128174,1,683.2919921875,941.2520141601562,4,0.9226910346502711
722373.249482,4365921.76324,0.0,18.6040000916,75.05,0.2814350128173828,0.4637550115585327,4,857.0130004882812,1121.8299560546875,1,0.5515034448564164
722380.987256,4365921.77054,0.0,18.6040000916,75.05,0.2791559994220733,0.4622350037097931,4,851.3610229492188,1113.280029296875,1,0.5515034448564164
722388.725106,4365921.77793,0.0,18.6079998016,75.05,0.2768760025501251,0.4606850147247314,2,845.7420043945312,1104.72998046875,1,0.8983888192225495
722396.46288,4365921.78532,0.0,18.5160007477,75.05,0.2745949923992157,0.4591040015220642,4,840.1619873046875,1096.199951171875,1,1.2317900070842733
722404.200731,4365921.79273,0.0047302199527621,18.438999176,75.05,0.2723140120506286,0.4574919939041137,4,834.6209716796875,1087.6700439453125,1,1.3443143408871467
722411.938505,4365921.80014,0.0091533698141574,18.438999176,75.05,0.141193002462387,0.4558480083942413,4,830.4910278320312,1079.1600341796875,1,1.3443143408871467
722419.676282,4365921.80747,0.0151672000065445,18.341999054,75.05,0.140743002295494,0.4541719853878021,4,825.02099609375,1070.6500244140625,1,1.2111065394981344
722427.414135,4365921.8149,0.0212974995374679,18.2530002594,225.05,0.140743002295494,0.4524640142917633,1,819.593017578125,1070.6500244140625,4,1.008881676255442
722435.151911,4365921.82233,0.027540199458599,18.2660007477,225.05,0.1402910053730011,0.4507240056991577,1,814.2059936523438,1062.1500244140625,4,0.7842693223735897
722442.889687,4365921.82977,0.0338879004120826,18.2549991608,225.05,0.1398350000381469,0.4489519894123077,1,806.8040161132812,1053.6700439453125,4,0.5857234667951179
722450.627544,4365921.83714,0.0403404012322425,18.2549991608,225.05,0.1393750011920929,0.447147011756897,1,798.81201171875,1045.199951171875,4,0.5857234667951179
722458.365321,4365921.8446,0.050655398517847,18.2670001984,225.05,0.1389120072126388,0.4453090131282806,1,790.8200073242188,1036.739990234375,4,0.4370803652697578
722466.103177,4365921.85206,0.0580444000661373,18.2310009003,225.05,0.1384470015764236,0.4434379935264587,1,782.8280029296875,1028.300048828125,4,0.295312315890338
722473.840955,4365921.85954,0.0636539012193679,18.236000061,225.05,0.1379780024290084,0.4415349960327148,1,776.8350219726562,1019.8800048828124,4,1.0352005140311578
722481.578734,4365921.86701,0.0637589022517204,18.236000061,225.05,0.1375049948692321,0.4402480125427246,1,768.843017578125,1011.469970703125,4,1.0352005140311578
722489.316594,4365921.87442,0.0707625970244407,18.2549991608,225.05,0.1375049948692321,0.4382889866828918,1,760.8519897460938,1011.469970703125,4,2.410329874505826
722497.054374,4365921.88192,0.0843982994556427,17.6259994507,225.05,0.1370300054550171,0.4362969994544983,1,752.8610229492188,1003.0800170898438,4,3.031046193193582
722504.792155,4365921.88942,0.1174139976501464,17.3330001831,225.05,0.1365520060062408,0.4342730045318603,1,744.8699951171875,994.7139892578124,4,2.2364887037342243
722512.530013,4365921.89693,0.0859927982091903,17.3229999542,225.05,0.1360719949007034,0.432215005159378,1,736.8800048828125,986.3709716796876,4,1.0388434027200453
