POINT_X,POINT_Y,PLA,A,CIB,CICCB,DBB,DOB,P
722411.961084,4365890.97263,5.281788063046132e-05,0.6095289101734375,0.2003897670637152,0.39075799102426134,0.6093829103504823,0.7749490314788352,0.009057796133759401
722419.698967,4365890.98005,0.0006079192156003949,0.6087275957722876,0.04888194684475357,0.38891537776325036,0.6035854089502949,0.7690728087655883,0.015238961534768234
722427.436773,4365890.98747,0.0011638404542703784,0.609929535532004,0.04888194684475357,0.38703831879930306,0.5977886156094514,0.7690728087655883,0.025734335316841665
722435.174581,4365890.99482,0.0017341505836011215,0.6089279402935793,0.04836037748724477,0.38512900010972123,0.5919910699555551,0.7632250356161651,0.03333789118604813
722442.912466,4365891.00226,0.0023622147679467852,0.6090948516041982,0.04783530731181802,0.38318636182672233,0.5861942766147116,0.7573985129031349,0.04205674392544629
722450.650274,4365891.00971,0.002997670535269205,0.6090948516041982,0.04730670131029409,0.38121037082943804,0.5803974832738682,0.7516005264904038,0.04205674392544629
722458.388082,4365891.01716,0.0036427914159917352,0.6089946793435523,0.04677457698676258,0.3791999341292174,0.5746006899330247,0.7458451276869335,0.04807343686459162
722466.12597,4365891.02454,0.004298795258155389,0.6092951961254899,0.04623774406313145,0.3771572708242305,0.5688038965921812,0.740125204101768,0.05837456023674836
722473.863779,4365891.03201,0.004798820222033229,0.6061233080408689,0.04569856559149522,0.3750801618163075,0.564456500728239,0.7344550672532943,0.07293766742164653
722481.601589,4365891.03949,0.0054764061458125665,0.6061233080408689,0.045155851293761824,0.3729697000940989,0.5586596631336865,0.7288559675779056,0.07293766742164653
722489.339477,4365891.04697,0.005549363833433295,0.5829187509361476,0.045155851293761824,0.3715438467177481,0.552862869792843,0.7288559675779056,0.09202995775426814
722497.077288,4365891.05447,0.0061957127979005554,0.5730693277383857,0.04461080895211309,0.3693767151900359,0.5470668287650524,0.7233350174665577,0.10478241889294237
722381.004156,4365898.64997,0.0,0.612400217795443,0.21136833205446998,0.3989597778603243,0.6286990347735024,0.7965496230215953,0.03775917931194876
722388.741952,4365898.65735,0.0,0.609795993748041,0.20872882036885798,0.39724272581068953,0.6246996500770723,0.7905668011804835,0.03528160774451489
722396.479825,4365898.66475,0.0,0.6089279402935793,0.20608811840515373,0.3954934802771566,0.6191747515242747,0.7845982041212837,0.02836863457408567
722404.217624,4365898.67207,0.0,0.6096624519607393,0.20344629617971588,0.39371197501798916,0.6133881365364994,0.7786438318439958,0.017569687249358402
722411.955422,4365898.67948,0.00029573828054794954,0.6096624519607393,0.20080559421601168,0.3918971501654045,0.6090479540271229,0.772696571957664,0.017569687249358402
722419.693297,4365898.6869,0.0008757071008764635,0.6094621074394476,0.049179131277810026,0.39004784648901547,0.6032612947856386,0.766763536853244,0.008634805827956069
722427.431095,4365898.69432,0.001460196088241902,0.6102300523139416,0.049179131277810026,0.38816522321920927,0.5974753878572071,0.766763536853244,0.004421889081255773
722435.168894,4365898.70175,0.0020504400498414306,0.609195023864844,0.04865406110238328,0.38624924723511767,0.5916894809287756,0.7608518389216922,0.005371627155983546
722442.906773,4365898.70911,0.0027641977463199272,0.6091282211308542,0.0481254551008594,0.3842999516576089,0.5859035297466351,0.7549542790355772,0.015881201901109653
722450.644573,4365898.71656,0.0034372689219643103,0.6091282211308542,0.04759214049923573,0.38231505114677666,0.5801183308775475,0.7490780563223302,0.015881201901109653
722458.382451,4365898.72401,0.004119994774605008,0.6094287379127916,0.04705649785369671,0.3802968641633954,0.5743331320084599,0.743223170781951,0.027675087709932426
722466.120252,4365898.73147,0.004813614225790693,0.609195023864844,0.04651731938206053,0.37824416523534155,0.5685486854524251,0.7373967348053959,0.038787995436391984
722473.858054,4365898.73894,0.005341384369116108,0.6088945070829065,0.0459734323103247,0.3761570537252197,0.5642099633154454,0.7315986616561897,0.05267400096716729
722481.595935,4365898.74634,0.006055756609217158,0.6088945070829065,0.04542721719467339,0.37474676715692645,0.5584262248187545,0.7258290380708073,0.05267400096716729
722489.333738,4365898.75383,0.006098921173848671,0.6090280488702083,0.04542721719467339,0.3726029527204327,0.5526424863220636,0.7258290380708073,0.07282142248840363
722497.071541,4365898.76132,0.0067789749057217,0.6082267344690584,0.04487746625292489,0.3704235995923517,0.5468587035716638,0.7201091578538794,0.09295280405098576
722504.809422,4365898.76882,0.018910884068342165,0.583987148911901,0.0443241794850792,0.36821089374998545,0.5410757173880257,0.7144389776371683,0.10794418287127487
722512.547227,4365898.77633,0.010079573500592546,0.5695302475025321,0.04376856467331814,0.3659626160951638,0.5352854293424041,0.7088391840699791,0.08077773887195906
722520.285034,4365898.78377,0.00595300620000737,0.5695302475025321,0.04320941403546003,0.36368101884692505,0.5294871756291638,0.7033210962623084,0.08077773887195906
722528.022916,4365898.79129,0.008698293784779227,0.5545056820526054,0.04264674507559416,0.36136497589575006,0.5236889219159236,0.0,0.07181332289910614
722380.998522,4365906.35689,0.0,0.6217488433706536,0.21136833205446998,0.40013782090074346,0.6245241841209196,0.7946098484930622,0.032051970689875954
722388.736312,4365906.36419,0.0,0.6223498132505119,0.20872882036885798,0.3984185497529388,0.6204979816768403,0.7885914646971705,0.04149503771515677
722396.474178,4365906.37159,0.0,0.6121665037474955,0.20608811840515373,0.39666705200036767,0.616499305039754,0.7825873924196658,0.044089415737264985
722404.211967,4365906.37899,9.515426895580698e-05,0.6111982780323879,0.20344629617971588,0.39488110854486036,0.6125303668951102,0.776590345796642,0.038120112287440666
722411.949834,4365906.3864,0.0005431808482312086,0.6111982780323879,0.20080559421601168,0.39306071938641685,0.6086745412306496,0.7706004983010494,0.038120112287440666
722419.687624,4365906.39381,0.0011476025138400156,0.6103635941012433,0.049179131277810026,0.39120697751368794,0.6028850054980808,0.7646247888508936,0.028212156003748975
722427.425417,4365906.40116,0.0017600428999777046,0.6092283933915,0.049179131277810026,0.3893199160475419,0.5970947174524591,0.7646247888508936,0.01991364584455035
722435.163286,4365906.40859,0.002380499949468528,0.6100297077926499,0.04865406110238328,0.3873972827689405,0.5913051817198903,0.7586633041826497,0.012175144296923207
722442.901078,4365906.41603,0.0030097924182589998,0.6098293632713582,0.0481254551008594,0.38544017066653463,0.5855156459873215,0.7527089319053618,0.006999286130347069
722450.63887,4365906.42348,0.0038811885819243115,0.6098293632713582,0.04759214049923573,0.3834486459820608,0.5797268183140966,0.746775896800942,0.006999286130347069
722458.376742,4365906.43086,0.004601314090308832,0.6102300523139416,0.04705649785369671,0.3814215494851317,0.5739379906408716,0.7408570864784341,0.005499390689765725
722466.114536,4365906.43832,0.005332344436442414,0.6083269067297042,0.04651731938206053,0.3793599741643981,0.5681491629676466,0.7349595265923191,0.009928492302922034
722473.852407,4365906.44579,0.005888054438285897,0.6082601676763923,0.0459734323103247,0.3772639531407283,0.5638075643395825,0.7290761914881161,0.032622437208222534
722481.590202,4365906.45327,0.006639632457860557,0.6082601676763923,0.04542721719467339,0.3758458831684063,0.5580194447257013,0.7232213493159745,0.032622437208222534
722489.327997,4365906.46075,0.006651140198627942,0.6082601676763923,0.04542721719467339,0.37369097324106276,0.5522313693655293,0.7232213493159745,0.07424900843447023
722497.065872,4365906.46817,0.007364693181032306,0.5978097745954337,0.04487746625292489,0.37150049150126396,0.5464432497516482,0.7173877575802258,0.10402615655387341
722504.803668,4365906.47567,0.008543747503612208,0.5767420134422192,0.0443241794850792,0.36927447106987804,0.54065588245082,0.7115826154083011,0.09779858086322901
722512.541464,4365906.48318,0.013320166787733224,0.5762745853496628,0.04376856467331814,0.3670139718146877,0.5348685151499918,0.7058193669538367,0.05342491064416483
722520.279339,4365906.49069,0.011536688140268552,0.5762745853496628,0.04320941403546003,0.364717900747042,0.5290819001622163,0.7000966244332314,0.05342491064416483
722528.017136,4365906.49822,0.008854897643091369,0.5789456121310546,0.04264674507559416,0.3623862909878094,0.5232952409207321,0.6944257936929572,0.038113101203888985
722535.754937,4365906.50567,0.009794316078890114,0.5780107559426031,0.04208173056772336,0.36002132851429125,0.5189558107244084,0.6888210127784512,0.04532211959677503
722543.492813,4365906.51321,0.013695675018118868,0.5607158527538678,0.04151435300775789,0.35762082734918604,0.5131691514829241,0.6833021877107426,0.05288345071710296
722551.230612,4365906.52076,0.0165979233059321,0.5607158527538678,0.04151435300775789,0.3551858473602764,0.5073839526138365,0.6833021877107426,0.05288345071710296
722373.255109,4365914.05634,0.0,0.6211478734907955,0.21452705004549627,0.40302844467358945,0.6244567857221249,0.7988233329791594,0.019427194296942722
722380.992889,4365914.06372,0.0,0.6211478734907955,0.21186989423757757,0.401341400130551,0.6203754431566418,0.7927694739649628,0.019427194296942722
722388.730747,4365914.07111,0.0,0.6212814152747584,0.20921042788983313,0.3996199098845763,0.6163224229649136,0.7867227273417222,0.031646536949159663
722396.468528,4365914.0785,0.0,0.6182097631348,0.20655096154208857,0.3978651000451845,0.6122969285801781,0.7806902055003936,0.043390887262524436
722404.206312,4365914.08582,0.00033067622446278664,0.6156388449300372,0.20389030491625204,0.3960758113819881,0.6082997123154886,0.774657683659065,0.04735465596843269
722411.944171,4365914.09323,0.0007949387685272092,0.6156388449300372,0.050004939216480096,0.3942521101367238,0.6053211721780826,0.7686393865996484,0.04735465596843269
722419.681953,4365914.10065,0.0014240244158927817,0.612400217795443,0.049481024310966196,0.39239389694678684,0.6013761752900034,0.7626210895402317,0.04266229391051908
722427.419814,4365914.10807,0.0020638010550799524,0.6094287379127916,0.049481024310966196,0.39050127117478184,0.5967706475415118,0.7626210895402317,0.03553874509767118
722435.157597,4365914.11551,0.0027142663780379095,0.609862796482031,0.04895241830944226,0.3885730735903215,0.5909781910641495,0.7566240429172079,0.027626577220836866
722442.895384,4365914.12287,0.003375000520214581,0.6094954769661035,0.04842029398591076,0.38660933731427416,0.5851857345867871,0.7506270830306592,0.020632624691347377
722450.633246,4365914.13032,0.004330861510167781,0.6094954769661035,0.04788463383628215,0.38460999610490326,0.579392570050081,0.7446513735805034,0.020632624691347377
722458.371031,4365914.13777,0.005088387477096427,0.6098961660086869,0.0473442825906434,0.38257624231346427,0.5736008658857716,0.7386827765213035,0.015396540599460754
722466.108817,4365914.14523,0.005856612764899687,0.6086942262456316,0.0468015857969997,0.38050579060005096,0.5678084094084094,0.7327212918530598,0.010402636271066938
722473.846683,4365914.15263,0.006440283899468952,0.6088611375562506,0.046254180403256275,0.37839867408553146,0.5634645980948956,0.7267882567486398,0.0364658493250467
722481.584469,4365914.16011,0.006476455672168112,0.6088611375562506,0.04570325668750528,0.3769750066864824,0.557672893930586,0.720862334035176,0.0364658493250467
722489.322334,4365914.16759,0.007206042181978812,0.6094954769661035,0.04570325668750528,0.37480900126828914,0.5518811455125677,0.720862334035176,0.08490599148286618
722497.060122,4365914.17509,0.00795309441491452,0.588494518546879,0.04514998742374927,0.3726062979281216,0.5460894413482583,0.7149577051263426,0.10677127018401654
722504.79791,4365914.18259,0.011086185517924611,0.5787118980831071,0.04459200955989354,0.37036914888501793,0.5402984452432927,0.7090715510866996,0.0787822832215929
722512.535701,4365914.19002,0.012966854379785512,0.5783780117745136,0.044031686148032885,0.3680942089312889,0.5345067410789833,0.7032102470471652,0.03659417328570587
722520.273568,4365914.19754,0.00908445918902424,0.5783780117745136,0.04346901718816704,0.36578482327462375,0.5287164530333617,0.6973752675278153,0.03659417328570587
722528.011358,4365914.20506,0.01331747258995755,0.5776768696340095,0.04290165713229117,0.3634387396959841,0.5229254569283961,0.6915708192476911,0.03057275065448672
722535.749226,4365914.21259,0.016478750813975266,0.5772762442721042,0.042333106798323285,0.36105824353527644,0.5185823979279351,0.6858033207059482,0.0408613926865818
722543.487017,4365914.22013,0.024886271136254492,0.5719341270286425,0.04176103814234767,0.35864104945259445,0.5127921098823135,0.6800784531417036,0.039292814677237546
722551.224811,4365914.2276,0.029128497473324154,0.5719341270286425,0.04176103814234767,0.35618828355745724,0.5070018660904008,0.6800784531417036,0.039292814677237546
722558.96268,4365914.23516,0.01845725694726672,0.5689626471459911,0.04118545116436468,0.3619262090075332,0.5012122861041229,0.6744068851413914,0.033865321277041296
722566.700473,4365914.24272,0.015862636914057256,0.5644219079843572,0.04060867390828949,0.35939120399663566,0.49542275037155414,0.6688021042268854,0.03250260387922829
722373.249482,4365921.76324,0.0,0.6211478734907955,0.21505682882102273,0.4042587193231726,0.621379648321085,0.7971108947517928,0.019427194296942722
722380.987256,4365921.77054,0.0,0.6211478734907955,0.21237971835097158,0.4025694556819641,0.617281666361021,0.7910357853012033,0.019427194296942722
722388.725106,4365921.77793,0.0,0.6212814152747584,0.20970145261100764,0.4008468724473385,0.6132075814038126,0.7849605891141387,0.031646536949159663
722396.46288,4365921.78532,0.0,0.6182097631348,0.20702199659295156,0.39908981038890856,0.60916177456665,0.7788996177089862,0.043390887262524436
722404.200731,4365921.79273,0.0005096813468247767,0.6156388449300372,0.20434257558307456,0.3972983026275423,0.6051442458495331,0.7728387330403086,0.04735465596843269
722411.938505,4365921.80014,0.0009862758817675713,0.6156388449300372,0.05031740471974845,0.395471256174589,0.602149818630599,0.766791986417068,0.04735465596843269
722419.676282,4365921.80747,0.0016342662717792552,0.612400217795443,0.04978879871822452,0.39360860478831217,0.5981837569770397,0.7607452397938275,0.04266229391051908
722427.414135,4365921.8149,0.0022948062366356164,0.6094287379127916,0.04978879871822452,0.3917104478313165,0.5942481861289758,0.7607452397938275,0.03553874509767118
722435.151911,4365921.82233,0.0029674573470278715,0.609862796482031,0.04925784716869565,0.38977668594099724,0.5903423095196455,0.7547056055615428,0.027626577220836866
722442.889687,4365921.82977,0.003651422321917308,0.6094954769661035,0.04872218701906693,0.38780735223822266,0.5849754852153669,0.7486801961111702,0.020632624691347377
722450.627544,4365921.83714,0.004346679485696067,0.6094954769661035,0.048181835773428314,0.3858013868552102,0.579180860306264,0.7426618123152784,0.020632624691347377
722458.365321,4365921.8446,0.005458120763590746,0.6098961660086869,0.047637966205781965,0.3837587235502233,0.573386235397161,0.7366506276468178,0.015396540599460754
722466.103177,4365921.85206,0.006254285909912086,0.6086942262456316,0.04709173358604106,0.38167936232326205,0.5675916104880582,0.7306536677602691,0.010402636271066938
722473.840955,4365921.85954,0.006858709833396708,0.6088611375562506,0.04654080987029003,0.37956446240471375,0.5632463830558567,0.7246708459191572,0.0364658493250467
722481.578734,4365921.86701,0.00687002369789389,0.6088611375562506,0.04598517755443938,0.3781341708320231,0.5574517581467537,0.7186951364690015,0.0364658493250467
722489.316594,4365921.87442,0.007624672027180419,0.6094954769661035,0.04598517755443938,0.3759570036812438,0.5516578412969948,0.7186951364690015,0.08490599148286618
722497.054374,4365921.88192,0.00909391938765014,0.588494518546879,0.04542721719467339,0.37374320485022666,0.5458639687009448,0.7127336951689952,0.10677127018401654
722504.792155,4365921.88942,0.012651361893533821,0.5787118980831071,0.04486572100881007,0.37149383420675414,0.5400700518511857,0.7067892542181031,0.0787822832215929
722512.530013,4365921.89693,0.009265726677868012,0.5783780117745136,0.04430186177085222,0.3692066726526564,0.5342768873144796,0.7008611630927626,0.03659417328570587
722520.267795,4365921.90445,0.010809591114159372,0.5783780117745136,0.043733328940973794,0.3668828462974526,0.5284837227777734,0.6949508529448117,0.03659417328570587
722528.005579,4365921.91189,0.01920331852464367,0.5776768696340095,0.04316243305900084,0.3645223220202743,0.5226898059280144,0.6890618799697291,0.03057275065448672
722535.74344,4365921.91943,0.02237504760284603,0.5772762442721042,0.04258919162902281,0.36212513294198995,0.5183452865551568,0.6831970197347165,0.0408613926865818
722543.481223,4365921.92697,0.026019261580952933,0.5719341270286425,0.042012414372947594,0.3596923720512502,0.5125521220184506,0.6773591779116893,0.039292814677237546
722551.219084,4365921.93452,0.029685672987098365,0.5719341270286425,0.042012414372947594,0.3654703075101213,0.5067596655410883,0.6773591779116893,0.039292814677237546
722558.956871,4365921.94199,0.022494220094802873,0.5689626471459911,0.041432118794864865,0.36295308840545143,0.5009665010043822,0.6715526045879259,0.033865321277041296
722566.694656,4365921.94956,0.015983639790676945,0.5644219079843572,0.04085065044277953,0.3603992044996754,0.4951740445270199,0.6657837182625816,0.03250260387922829
722574.432519,4365921.95713,0.017657643773696732,0.556709280741441,0.040265663768686656,0.357809748781444,0.4893823403627105,0.660058850698337,0.03509204056156996
722582.170305,4365921.96471,0.018846126985691183,0.556709280741441,0.0396795043205914,0.3551836282621064,0.4835898838853482,0.6543879765898254,0.03509204056156996
722589.908169,4365921.9723,0.019766420310164005,0.5551400851431364,0.03909098182040136,0.3525241550284835,0.47924611682554336,0.6487846268271581,0.03354294793973479
722365.506092,4365929.46269,0.0,0.6207471844482121,0.21828951909465566,0.4067470239098969,0.621379648321085,0.0,0.007945295209845871
722373.243856,4365929.47006,0.0,0.6213147848014143,0.2155959897885693,0.40509220597162476,0.6172787456162275,0.7971108947517928,0.010780192537816506
722380.981698,4365929.47744,0.0,0.6213147848014143,0.21289892465638582,0.40340297545128456,0.6131771348520262,0.7910357853012033,0.010780192537816506
722388.719463,4365929.48482,0.0,0.6223832464611846,0.21020185952420228,0.40167926610714,0.6090791086382532,0.7849605891141387,0.016715023263675365
722396.457231,4365929.49214,0.00010871870253362001,0.6270241578801256,0.2075036391221059,0.3999211110600591,0.6050050679347537,0.7788996177089862,0.028606704081420943
722404.195074,4365929.49954,0.0007509584584502909,0.620246386825661,0.20480419343373824,0.39812738420052285,0.600959969156935,0.7728387330403086,0.03828656055742313
722411.932841,4365929.50695,0.0012450193186183069,0.620246386825661,0.05063456131902706,0.3962980855285314,0.5979444771725207,0.766791986417068,0.03828656055742313
722419.670685,4365929.51437,0.0019182953086868508,0.6233514721762922,0.050103609769498056,0.39443324816495284,0.5939501816526247,0.7607452397938275,0.0400393465671285
722427.408455,4365929.52172,0.0026069797457853854,0.6190444470626058,0.050103609769498056,0.3925328389889191,0.589986332684515,0.7607452397938275,0.03758332363648322
722435.146223,4365929.52915,0.0033094344155706304,0.6151380473108248,0.04956794961986945,0.3905957318909108,0.5860528860144827,0.7547056055615428,0.03420730964169749
722442.88407,4365929.5366,0.004024636149072065,0.6103302245745874,0.049028771148233244,0.38862199311266465,0.5821499301499458,0.7486801961111702,0.03174712568966337
722450.621839,4365929.54404,0.004751754850789095,0.6103302245745874,0.048486074354589445,0.3866115564124441,0.5782795892689359,0.7426618123152784,0.03174712568966337
722458.359609,4365929.5515,0.005490381293273498,0.6109979335110962,0.04793866896084602,0.38456445491111735,0.5731512924561233,0.7366506276468178,0.029201693009616066
722466.097459,4365929.55889,0.006791301101385471,0.609795993748041,0.047387745245095106,0.3824795293782971,0.5673544991152798,0.7306536677602691,0.02619626637017901
722473.83523,4365929.56636,0.007423266293043836,0.6087943348222606,0.04683213043333404,0.380357972165239,0.5630071032513377,0.7246708459191572,0.05168787709888399
722481.573078,4365929.57384,0.007398817812990124,0.6087943348222606,0.046274152569478345,0.3789232092753403,0.5572103099104943,0.7186951364690015,0.05168787709888399
722489.31085,4365929.58132,0.008186147339311748,0.6077927395804972,0.046274152569478345,0.3767394179509194,0.5514142246289946,0.7186951364690015,0.08855094209020711
722497.048623,4365929.58882,0.011285307285234088,0.5831858345107511,0.045711483609612476,0.374911245388447,0.5456174312881511,0.7127336951689952,0.0943518651263571
722504.786476,4365929.59625,0.008259104224132176,0.5791459566523462,0.04514646910174167,0.3726496200237376,0.5398213460066515,0.7067892542181031,0.06260322291184958
722512.524249,4365929.60376,0.012933128739572197,0.5802810936814117,0.04457674599377127,0.3703502368692712,0.5340245526658081,0.7008611630927626,0.03569092329695631
722520.262023,4365929.61127,0.016552128366148035,0.5802810936814117,0.04400467733779565,0.3680119698155287,0.5282285116380174,0.6949508529448117,0.03569092329695631
722527.999875,4365929.6188,0.01927917351851362,0.5808486940346139,0.04342907285572307,0.36563813094933084,0.5238818238334191,0.6890618799697291,0.03568760288399259
722535.737651,4365929.62633,0.022932439872698728,0.5698307006004528,0.04285114032973492,0.3632253750629887,0.5180857385519195,0.6831970197347165,0.04127914825898567
722543.475428,4365929.63379,0.02660639117917463,0.5688624748853452,0.04226967197764967,0.3607759543755404,0.5122896532704199,0.6773591779116893,0.0293464907698153
722551.213282,4365929.64135,0.030301356586060545,0.5688624748853452,0.04226967197764967,0.3665471994190335,0.5064935679889203,0.6773591779116893,0.0293464907698153
722558.951059,4365929.6489,0.027873855489371123,0.5686287608373977,0.0416846853035568,0.3640111014194851,0.5006982350204735,0.6715526045879259,0.020684455878635273
722566.688914,4365929.65647,0.01727556221453063,0.568261505005487,0.04109733557736931,0.3614383054979623,0.4949029020520268,0.6657837182625816,0.025282675547363014
722574.426694,4365929.66396,0.017843835639523804,0.5653567641761476,0.04050883058126898,0.3588288778962016,0.48910681677052714,0.660058850698337,0.03160872318962459
722582.164472,4365929.67154,0.01974627002286683,0.5653567641761476,0.03991678975907143,0.3561827192515982,0.4833114838020804,0.6543879765898254,0.03160872318962459
722589.902328,4365929.67913,0.02067949324882204,0.5668925902477961,0.03932240338886884,0.3535010550362761,0.47896550405682603,0.6487846268271581,0.03608026231524565
722597.640108,4365929.68672,0.021937259731506578,0.5555073409783858,0.038725671470661145,0.3507837858876304,0.4731701710883793,0.6432693579549273,0.041376671394064736
722605.377965,4365929.69433,0.01878589448547873,0.5532369395555604,0.038127749274361473,0.34803207103604844,0.4673747938662235,0.0,0.03167235937530004
722613.115748,4365929.70186,0.015679245215644226,0.5461587153998363,0.038127749274361473,0.3452448174928794,0.46158021321082965,0.0,0.02607022311772335
722620.853529,4365929.70948,0.012617528678081547,0.5461587153998363,0.03752749903414621,0.3424242112354249,0.4557855883017267,0.0,0.02607022311772335
722365.500471,4365937.16957,0.0,0.6228506745537411,0.21885808693271314,0.408019527666445,0.6172787456162275,0.0,0.00867433819515782
722373.238229,4365937.17687,0.0,0.6212814152747584,0.21614456795631526,0.40636470972817296,0.6131771348520262,0.795490917606854,0.013687223036561884
722380.976064,4365937.18425,0.0,0.6212814152747584,0.21342870343191223,0.40467547920783276,0.6090755240878248,0.7893943842469214,0.013687223036561884
722388.713821,4365937.19163,0.0,0.6238857030061773,0.2107116836375963,0.4029517698636881,0.6049738690699145,0.783297937623464,0.013918209793463632
